method,path,endpoint_name,module_source_file,auto_classification,dependency_names,guard_status,required_action,verification_level
PUT,/v1/tenant/catalog/enabled-services/{tenant_service_id}/brands/{brand_id}/pricing,set_tenant_brand_pricing,app.engines.admin_catalog.tenant_router,TENANT_USER_MUTATION,set_tenant_brand_pricing|require_tenant_mutation_tenant_update|get_current_user|_svc|get_db|get_current_user,FULLY_PROTECTED,none - fully protected,RUNTIME_VERIFIED (route+dependency data from live app); per-endpoint domain/ownership semantics not individually hand-reviewed for every row
POST,/v1/tenant/catalog/enabled-services/{tenant_service_id}/publish,publish_tenant_service,app.engines.admin_catalog.tenant_router,TENANT_USER_MUTATION,publish_tenant_service|require_tenant_mutation_tenant_update|get_current_user|_svc|get_db|get_current_user,FULLY_PROTECTED,none - fully protected,RUNTIME_VERIFIED (route+dependency data from live app); per-endpoint domain/ownership semantics not individually hand-reviewed for every row
POST,/v1/tenant/catalog/enabled-services/{tenant_service_id}/save-draft,save_tenant_service_draft,app.engines.admin_catalog.tenant_router,TENANT_USER_MUTATION,save_tenant_service_draft|require_tenant_mutation_tenant_update|get_current_user|_svc|get_db|get_current_user,FULLY_PROTECTED,none - fully protected,RUNTIME_VERIFIED (route+dependency data from live app); per-endpoint domain/ownership semantics not individually hand-reviewed for every row
PUT,/v1/tenant/catalog/enabled-services/{tenant_service_id}/types,set_tenant_service_types,app.engines.admin_catalog.tenant_router,TENANT_USER_MUTATION,set_tenant_service_types|require_tenant_mutation_tenant_update|get_current_user|_svc|get_db|get_current_user,FULLY_PROTECTED,none - fully protected,RUNTIME_VERIFIED (route+dependency data from live app); per-endpoint domain/ownership semantics not individually hand-reviewed for every row
PUT,/v1/tenant/catalog/enabled-services/{tenant_service_id}/types/{service_type_id}/pricing,set_tenant_type_pricing,app.engines.admin_catalog.tenant_router,TENANT_USER_MUTATION,set_tenant_type_pricing|require_tenant_mutation_tenant_update|get_current_user|_svc|get_db|get_current_user,FULLY_PROTECTED,none - fully protected,RUNTIME_VERIFIED (route+dependency data from live app); per-endpoint domain/ownership semantics not individually hand-reviewed for every row
POST,/v1/tenant/checklist-templates,create_template,app.engines.field_ops.checklist_router,TENANT_USER_MUTATION,create_template|require_tenant_mutation_field_ops_checklist_manage|require_field_ops_checklist_manage|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,"none -- fixed in Slice 2F-13: require_tenant_mutation_permission(FIELD_OPS_CHECKLIST_MANAGE) applied; plus a cross-tenant IDOR fix in ChecklistTemplateService._get_template_for_tenant (ownership check now fires for every tenant-scoped actor, not only actor_role=='tenant_owner')",SLICE_2F13_VERIFIED (direct HTTP + service IDOR test proof -- see phase-02a-slice-02f13/direct-authorization-idor-test-matrix.csv)
PUT,/v1/tenant/checklist-templates/{template_id},update_template,app.engines.field_ops.checklist_router,TENANT_USER_MUTATION,update_template|require_tenant_mutation_field_ops_checklist_manage|require_field_ops_checklist_manage|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,"none -- fixed in Slice 2F-13: require_tenant_mutation_permission(FIELD_OPS_CHECKLIST_MANAGE) applied; plus a cross-tenant IDOR fix in ChecklistTemplateService._get_template_for_tenant (ownership check now fires for every tenant-scoped actor, not only actor_role=='tenant_owner')",SLICE_2F13_VERIFIED (direct HTTP + service IDOR test proof -- see phase-02a-slice-02f13/direct-authorization-idor-test-matrix.csv)
DELETE,/v1/tenant/checklist-templates/{template_id},delete_template,app.engines.field_ops.checklist_router,TENANT_USER_MUTATION,delete_template|require_tenant_mutation_field_ops_checklist_manage|require_field_ops_checklist_manage|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,"none -- fixed in Slice 2F-13: require_tenant_mutation_permission(FIELD_OPS_CHECKLIST_MANAGE) applied; plus a cross-tenant IDOR fix in ChecklistTemplateService._get_template_for_tenant (ownership check now fires for every tenant-scoped actor, not only actor_role=='tenant_owner')",SLICE_2F13_VERIFIED (direct HTTP + service IDOR test proof -- see phase-02a-slice-02f13/direct-authorization-idor-test-matrix.csv)
POST,/v1/tenant/checklist-templates/{template_id}/items,add_item,app.engines.field_ops.checklist_router,TENANT_USER_MUTATION,add_item|require_tenant_mutation_field_ops_checklist_manage|require_field_ops_checklist_manage|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,"none -- fixed in Slice 2F-13: require_tenant_mutation_permission(FIELD_OPS_CHECKLIST_MANAGE) applied; plus a cross-tenant IDOR fix in ChecklistTemplateService._get_template_for_tenant (ownership check now fires for every tenant-scoped actor, not only actor_role=='tenant_owner')",SLICE_2F13_VERIFIED (direct HTTP + service IDOR test proof -- see phase-02a-slice-02f13/direct-authorization-idor-test-matrix.csv)
PUT,/v1/tenant/checklist-templates/{template_id}/items/{item_id},update_item,app.engines.field_ops.checklist_router,TENANT_USER_MUTATION,update_item|require_tenant_mutation_field_ops_checklist_manage|require_field_ops_checklist_manage|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,"none -- fixed in Slice 2F-13: require_tenant_mutation_permission(FIELD_OPS_CHECKLIST_MANAGE) applied; plus a cross-tenant IDOR fix in ChecklistTemplateService._get_template_for_tenant (ownership check now fires for every tenant-scoped actor, not only actor_role=='tenant_owner')",SLICE_2F13_VERIFIED (direct HTTP + service IDOR test proof -- see phase-02a-slice-02f13/direct-authorization-idor-test-matrix.csv)
DELETE,/v1/tenant/checklist-templates/{template_id}/items/{item_id},delete_item,app.engines.field_ops.checklist_router,TENANT_USER_MUTATION,delete_item|require_tenant_mutation_field_ops_checklist_manage|require_field_ops_checklist_manage|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,"none -- fixed in Slice 2F-13: require_tenant_mutation_permission(FIELD_OPS_CHECKLIST_MANAGE) applied; plus a cross-tenant IDOR fix in ChecklistTemplateService._get_template_for_tenant (ownership check now fires for every tenant-scoped actor, not only actor_role=='tenant_owner')",SLICE_2F13_VERIFIED (direct HTTP + service IDOR test proof -- see phase-02a-slice-02f13/direct-authorization-idor-test-matrix.csv)
POST,/v1/tenant/packages/{package_id}/purchase,tenant_purchase_package,app.engines.package_commerce.tenant_router,TENANT_USER_MUTATION,tenant_purchase_package|get_db|require_tenant_owner_mutation|get_current_user,TENANT_MUTATION_ROLE_SCOPE_AWARE,NONE -- protected in Slice 2F-22 (mutation scope + client payment-state attestation removed),RUNTIME_VERIFIED + full domain/ownership/payment-authority review (Slice 2F-22)
PATCH,/v1/tenant/profile,update_profile,app.engines.tenant_engine.portal_router,TENANT_USER_MUTATION,update_profile|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-4),SLICE_2F4_VERIFIED (see phase-02a-slice-02f4/selected-module-mutation-inventory.csv)
POST,/v1/tenant/service-areas,create_tenant_service_area,app.engines.serviceability.router,TENANT_USER_MUTATION,create_tenant_service_area|require_tenant_service_area_create|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-7: require_tenant_mutation_permission applied,SLICE_2F7_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f7/direct-authorization-test-matrix.csv)
POST,/v1/tenant/service-areas/validate,validate_tenant_service_area,app.engines.serviceability.router,TENANT_USER_MUTATION,validate_tenant_service_area|require_tenant_service_area_create|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-7: require_tenant_mutation_permission applied,SLICE_2F7_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f7/direct-authorization-test-matrix.csv)
PUT,/v1/tenant/service-areas/{area_id},update_tenant_service_area,app.engines.serviceability.router,TENANT_USER_MUTATION,update_tenant_service_area|require_tenant_service_area_update|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-7: require_tenant_mutation_permission applied,SLICE_2F7_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f7/direct-authorization-test-matrix.csv)
DELETE,/v1/tenant/service-areas/{area_id},delete_tenant_service_area,app.engines.serviceability.router,TENANT_USER_MUTATION,delete_tenant_service_area|require_tenant_service_area_delete|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-7: require_tenant_mutation_permission applied,SLICE_2F7_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f7/direct-authorization-test-matrix.csv)
POST,/v1/tenant/service-areas/{area_id}/services,add_service_mapping,app.engines.serviceability.router,TENANT_USER_MUTATION,add_service_mapping|require_tenant_service_area_service_create|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-7: require_tenant_mutation_permission applied,SLICE_2F7_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f7/direct-authorization-test-matrix.csv)
PUT,/v1/tenant/service-areas/{area_id}/services/{mapping_id},update_service_mapping,app.engines.serviceability.router,TENANT_USER_MUTATION,update_service_mapping|require_tenant_service_area_service_update|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-7: require_tenant_mutation_permission applied,SLICE_2F7_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f7/direct-authorization-test-matrix.csv)
DELETE,/v1/tenant/service-areas/{area_id}/services/{mapping_id},delete_service_mapping,app.engines.serviceability.router,TENANT_USER_MUTATION,delete_service_mapping|require_tenant_service_area_service_delete|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-7: require_tenant_mutation_permission applied,SLICE_2F7_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f7/direct-authorization-test-matrix.csv)
POST,/v1/tenant/service-areas/{area_id}/set-primary,set_primary_tenant_service_area,app.engines.serviceability.router,TENANT_USER_MUTATION,set_primary_tenant_service_area|require_tenant_service_area_update|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-7: require_tenant_mutation_permission applied,SLICE_2F7_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f7/direct-authorization-test-matrix.csv)
PATCH,/v1/tenant/settings,update_settings,app.engines.tenant_engine.portal_router,TENANT_USER_MUTATION,update_settings|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-4),SLICE_2F4_VERIFIED (see phase-02a-slice-02f4/selected-module-mutation-inventory.csv)
POST,/v1/tenant/staff,create_staff,app.engines.tenant_engine.portal_router,TENANT_USER_MUTATION,create_staff|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-4),SLICE_2F4_VERIFIED (see phase-02a-slice-02f4/selected-module-mutation-inventory.csv)
POST,/v1/tenant/staff/{staff_id}/deactivate,deactivate_staff,app.engines.tenant_engine.portal_router,TENANT_USER_MUTATION,deactivate_staff|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-4),SLICE_2F4_VERIFIED (see phase-02a-slice-02f4/selected-module-mutation-inventory.csv)
PATCH,/v1/tenant/staff/{staff_id}/photo,update_staff_photo,app.engines.tenant_engine.portal_router,TENANT_USER_MUTATION,update_staff_photo|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-4),SLICE_2F4_VERIFIED (see phase-02a-slice-02f4/selected-module-mutation-inventory.csv)
POST,/v1/tenant/staff/{user_id}/lock,lock_staff,app.engines.tenant_engine.portal_router,TENANT_USER_MUTATION,lock_staff|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-4),SLICE_2F4_VERIFIED (see phase-02a-slice-02f4/selected-module-mutation-inventory.csv)
POST,/v1/tenant/staff/{user_id}/sessions/revoke-all,revoke_staff_sessions,app.engines.tenant_engine.portal_router,TENANT_USER_MUTATION,revoke_staff_sessions|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-4),SLICE_2F4_VERIFIED (see phase-02a-slice-02f4/selected-module-mutation-inventory.csv)
POST,/v1/tenant/staff/{user_id}/unlock,unlock_staff,app.engines.tenant_engine.portal_router,TENANT_USER_MUTATION,unlock_staff|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-4),SLICE_2F4_VERIFIED (see phase-02a-slice-02f4/selected-module-mutation-inventory.csv)
POST,/v1/tenant/users,create_user,app.engines.tenant_engine.portal_router,TENANT_USER_MUTATION,create_user|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-4),SLICE_2F4_VERIFIED (see phase-02a-slice-02f4/selected-module-mutation-inventory.csv)
POST,/v1/tenant/users/{user_id}/suspend,suspend_user,app.engines.tenant_engine.portal_router,TENANT_USER_MUTATION,suspend_user|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-4),SLICE_2F4_VERIFIED (see phase-02a-slice-02f4/selected-module-mutation-inventory.csv)
POST,/v1/tenants/onboarding/signup,submit_signup,app.engines.tenant_engine.router,TENANT_USER_MUTATION,submit_signup|_svc|get_db,PUBLIC_NO_AUTH,none -- public endpoint, no principal,SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
POST,/v1/tenants/onboarding/{request_id}/activate,activate_tenant,app.engines.tenant_engine.router,TENANT_USER_MUTATION,activate_tenant|require_super_admin|get_current_user|_svc_with_actor|get_db|get_current_user,PLATFORM_ADMIN_ONLY,none -- platform-admin-only, access-scope check not applicable,SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
PUT,/v1/tenants/onboarding/{request_id}/checklist/{item_key},update_checklist,app.engines.tenant_engine.router,TENANT_USER_MUTATION,update_checklist|require_super_admin|get_current_user|_svc_with_actor|get_db|get_current_user,PLATFORM_ADMIN_ONLY,none -- platform-admin-only, access-scope check not applicable,SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
POST,/v1/tenants/onboarding/{request_id}/preflight-check,preflight_check,app.engines.tenant_engine.router,TENANT_USER_MUTATION,preflight_check|require_super_admin|get_current_user|_svc_with_actor|get_db|get_current_user,PLATFORM_ADMIN_ONLY,none -- platform-admin-only, access-scope check not applicable,SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
POST,/v1/tenants/onboarding/{request_id}/reject,reject_onboarding,app.engines.tenant_engine.router,TENANT_USER_MUTATION,reject_onboarding|require_super_admin|get_current_user|_svc_with_actor|get_db|get_current_user,PLATFORM_ADMIN_ONLY,none -- platform-admin-only, access-scope check not applicable,SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
POST,/v1/tenants/onboarding/{request_id}/request-documents,request_documents,app.engines.tenant_engine.router,TENANT_USER_MUTATION,request_documents|require_super_admin|get_current_user|_svc_with_actor|get_db|get_current_user,PLATFORM_ADMIN_ONLY,none -- platform-admin-only, access-scope check not applicable,SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
POST,/v1/tenants/onboarding/{request_id}/start-review,start_review,app.engines.tenant_engine.router,TENANT_USER_MUTATION,start_review|require_super_admin|get_current_user|_svc_with_actor|get_db|get_current_user,PLATFORM_ADMIN_ONLY,none -- platform-admin-only, access-scope check not applicable,SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
PUT,/v1/tenants/{tenant_id},update_tenant,app.engines.tenant_engine.router,TENANT_USER_MUTATION,update_tenant|require_tenant_mutation_tenant_update|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
POST,/v1/tenants/{tenant_id}/billing/dunning,trigger_dunning,app.engines.tenant_engine.router,TENANT_USER_MUTATION,trigger_dunning|require_super_admin|get_current_user|_svc_with_actor|get_db|get_current_user,PLATFORM_ADMIN_ONLY,none -- platform-admin-only, access-scope check not applicable,SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
PUT,/v1/tenants/{tenant_id}/billing/payment-method,update_payment_method,app.engines.tenant_engine.router,TENANT_USER_MUTATION,update_payment_method|require_tenant_mutation_tenant_billing_manage|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
POST,/v1/tenants/{tenant_id}/data/delete-request,gdpr_deletion,app.engines.tenant_engine.router,PLATFORM_ADMIN_ONLY (corrected Slice 2F-1A -- see phase-02a-slice-02f1a/tenant-engine-final-policy-matrix.csv),gdpr_deletion|require_tenant_mutation_tenant_data_delete|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv) Permission granted to no role; sole real caller is the super-admin frontend app.
POST,/v1/tenants/{tenant_id}/data/export,request_data_export,app.engines.tenant_engine.router,TENANT_USER_MUTATION,request_data_export|require_tenant_mutation_tenant_data_export|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
POST,/v1/tenants/{tenant_id}/engines/bulk-disable,bulk_disable,app.engines.tenant_engine.router,TENANT_USER_MUTATION,bulk_disable|require_tenant_mutation_tenant_engines_manage|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
POST,/v1/tenants/{tenant_id}/engines/bulk-enable,bulk_enable,app.engines.tenant_engine.router,TENANT_USER_MUTATION,bulk_enable|require_tenant_mutation_tenant_engines_manage|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
PUT,/v1/tenants/{tenant_id}/engines/{engine_id}/config,update_engine_config,app.engines.tenant_engine.router,TENANT_USER_MUTATION,update_engine_config|require_tenant_mutation_tenant_engines_manage|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
POST,/v1/tenants/{tenant_id}/engines/{engine_id}/config/validate,validate_engine_config,app.engines.tenant_engine.router,TENANT_USER_MUTATION,validate_engine_config|require_tenant_mutation_tenant_engines_manage|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
POST,/v1/tenants/{tenant_id}/engines/{engine_id}/disable,disable_engine,app.engines.tenant_engine.router,TENANT_USER_MUTATION,disable_engine|require_tenant_mutation_tenant_engines_manage|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
POST,/v1/tenants/{tenant_id}/engines/{engine_id}/enable,enable_engine,app.engines.tenant_engine.router,TENANT_USER_MUTATION,enable_engine|require_tenant_mutation_tenant_engines_manage|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
PUT,/v1/tenants/{tenant_id}/feature-flags/{flag_key},set_feature_flag,app.engines.tenant_engine.router,TENANT_USER_MUTATION,set_feature_flag|require_tenant_mutation_tenant_flags_manage|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
DELETE,/v1/tenants/{tenant_id}/feature-flags/{flag_key},delete_feature_flag,app.engines.tenant_engine.router,TENANT_USER_MUTATION,delete_feature_flag|require_tenant_mutation_tenant_flags_manage|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv)
POST,/v1/tenants/{tenant_id}/plan/downgrade,downgrade_plan,app.engines.tenant_engine.router,PLATFORM_ADMIN_ONLY (corrected Slice 2F-1A -- see phase-02a-slice-02f1a/tenant-engine-final-policy-matrix.csv),downgrade_plan|require_tenant_mutation_tenant_plan_manage|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv) Permission granted to no role; sole real caller is the super-admin frontend app.
POST,/v1/tenants/{tenant_id}/plan/upgrade,upgrade_plan,app.engines.tenant_engine.router,PLATFORM_ADMIN_ONLY (corrected Slice 2F-1A -- see phase-02a-slice-02f1a/tenant-engine-final-policy-matrix.csv),upgrade_plan|require_tenant_mutation_tenant_plan_manage|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv) Permission granted to no role; sole real caller is the super-admin frontend app.
POST,/v1/tenants/{tenant_id}/reinstate,reinstate_tenant,app.engines.tenant_engine.router,PLATFORM_ADMIN_ONLY (corrected Slice 2F-1A -- see phase-02a-slice-02f1a/tenant-engine-final-policy-matrix.csv),reinstate_tenant|require_tenant_mutation_tenant_reinstate|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv) Permission granted to no role; sole real caller is the super-admin frontend app.
POST,/v1/tenants/{tenant_id}/suspend,suspend_tenant,app.engines.tenant_engine.router,PLATFORM_ADMIN_ONLY (corrected Slice 2F-1A -- see phase-02a-slice-02f1a/tenant-engine-final-policy-matrix.csv),suspend_tenant|require_tenant_mutation_tenant_suspend|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv) Permission granted to no role; sole real caller is the super-admin frontend app.
POST,/v1/tenants/{tenant_id}/terminate/begin,begin_termination,app.engines.tenant_engine.router,PLATFORM_ADMIN_ONLY (corrected Slice 2F-1A -- see phase-02a-slice-02f1a/tenant-engine-final-policy-matrix.csv),begin_termination|require_tenant_mutation_tenant_terminate|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv) Permission granted to no role; sole real caller is the super-admin frontend app.
POST,/v1/tenants/{tenant_id}/terminate/confirm,confirm_termination,app.engines.tenant_engine.router,PLATFORM_ADMIN_ONLY (corrected Slice 2F-1A -- see phase-02a-slice-02f1a/tenant-engine-final-policy-matrix.csv),confirm_termination|require_tenant_mutation_tenant_terminate|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv) Permission granted to no role; sole real caller is the super-admin frontend app.
POST,/v1/tenants/{tenant_id}/trial/convert,convert_trial,app.engines.tenant_engine.router,PLATFORM_ADMIN_ONLY (corrected Slice 2F-1A -- see phase-02a-slice-02f1a/tenant-engine-final-policy-matrix.csv),convert_trial|require_tenant_mutation_tenant_plan_manage|get_current_user|_svc_with_actor|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- already access-scope-aware (Slice 2F-1),SLICE_2F1_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f1/tenant-engine-readonly-test-matrix.csv) Permission granted to no role; sole real caller is the super-admin frontend app.
POST,/v1/jobs,create_job,app.engines.field_ops.router,TENANT_USER_MUTATION,create_job|require_tenant_mutation_tenant_update|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-14B (see phase-02a-slice-02f14b/),SLICE_2F14B_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f14b/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/quotes/{quote_id}/respond,respond_to_quote,app.engines.field_ops.router,TENANT_USER_MUTATION,respond_to_quote|require_customer|get_current_user|_svc|get_db|get_current_user,CUSTOMER_ROLE_ONLY_NOT_TENANT_SCOPED,none -- fixed in Slice 2F-14B (see phase-02a-slice-02f14b/),SLICE_2F14B_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f14b/direct-authorization-idor-test-matrix.csv)
