method,path,operation_id,requires_auth,primary_tag,summary
GET,/v1/admin/workflow-templates/{template_id}/readiness,get_workflow_readiness_v1_admin_workflow_templates__template_id__readiness_get,True,Admin Catalog,Get runtime readiness of workflow template
GET,/v1/admin/workflow-templates/{template_id}/steps,list_workflow_steps_v1_admin_workflow_templates__template_id__steps_get,True,Admin Catalog,List workflow steps
POST,/v1/admin/workflow-templates/{template_id}/steps,add_workflow_step_v1_admin_workflow_templates__template_id__steps_post,True,Admin Catalog,Add workflow step
POST,/v1/admin/workflow-templates/{template_id}/steps/reorder,reorder_workflow_steps_v1_admin_workflow_templates__template_id__steps_reorder_post,True,Admin Catalog,Reorder workflow steps
PUT,/v1/admin/workflow-templates/{template_id}/steps/{step_id},update_workflow_step_v1_admin_workflow_templates__template_id__steps__step_id__put,True,Admin Catalog,Update workflow step
DELETE,/v1/admin/workflow-templates/{template_id}/steps/{step_id},delete_workflow_step_v1_admin_workflow_templates__template_id__steps__step_id__delete,True,Admin Catalog,Delete workflow step
GET,/v1/admin/workflow-templates/{template_id}/transitions,list_workflow_transitions_v1_admin_workflow_templates__template_id__transitions_get,True,Admin Catalog,List workflow transitions
POST,/v1/admin/workflow-templates/{template_id}/transitions,add_workflow_transition_v1_admin_workflow_templates__template_id__transitions_post,True,Admin Catalog,Add workflow transition
PUT,/v1/admin/workflow-templates/{template_id}/transitions/{transition_id},update_workflow_transition_v1_admin_workflow_templates__template_id__transitions__transition_id__put,True,Admin Catalog,Update workflow transition
DELETE,/v1/admin/workflow-templates/{template_id}/transitions/{transition_id},delete_workflow_transition_v1_admin_workflow_templates__template_id__transitions__transition_id__delete,True,Admin Catalog,Delete workflow transition
POST,/v1/admin/workflow-templates/{template_id}/validate,validate_workflow_template_v1_admin_workflow_templates__template_id__validate_post,True,Admin Catalog,Validate workflow template structure
GET,/v1/admin/workflows/audit-logs,get_workflows_audit_logs_v1_admin_workflows_audit_logs_get,True,Admin Catalog,All workflow-related audit logs
GET,/v1/admin/workflows/templates,list_templates_v1_admin_workflows_templates_get,True,Workflow Templates Enterprise,List Templates
POST,/v1/admin/workflows/templates,create_template_v1_admin_workflows_templates_post,True,Workflow Templates Enterprise,Create Template
POST,/v1/admin/workflows/templates/seed-defaults,seed_defaults_v1_admin_workflows_templates_seed_defaults_post,True,Workflow Templates Enterprise,Seed Defaults
POST,/v1/admin/workflows/templates/seed-defaults/preview,seed_defaults_preview_v1_admin_workflows_templates_seed_defaults_preview_post,True,Workflow Templates Enterprise,Seed Defaults Preview
GET,/v1/admin/workflows/templates/summary,get_summary_v1_admin_workflows_templates_summary_get,True,Workflow Templates Enterprise,Get Summary
GET,/v1/admin/workflows/templates/{wid},get_template_v1_admin_workflows_templates__wid__get,True,Workflow Templates Enterprise,Get Template
PUT,/v1/admin/workflows/templates/{wid},update_template_v1_admin_workflows_templates__wid__put,True,Workflow Templates Enterprise,Update Template
GET,/v1/admin/workflows/templates/{wid}/approvals,get_approvals_v1_admin_workflows_templates__wid__approvals_get,True,Workflow Templates Enterprise,Get Approvals
PUT,/v1/admin/workflows/templates/{wid}/approvals,update_approvals_v1_admin_workflows_templates__wid__approvals_put,True,Workflow Templates Enterprise,Update Approvals
POST,/v1/admin/workflows/templates/{wid}/archive,archive_template_v1_admin_workflows_templates__wid__archive_post,True,Workflow Templates Enterprise,Archive Template
GET,/v1/admin/workflows/templates/{wid}/audit-logs,get_audit_logs_v1_admin_workflows_templates__wid__audit_logs_get,True,Workflow Templates Enterprise,Get Audit Logs
GET,/v1/admin/workflows/templates/{wid}/automation,get_automation_v1_admin_workflows_templates__wid__automation_get,True,Workflow Templates Enterprise,Get Automation
PUT,/v1/admin/workflows/templates/{wid}/automation,update_automation_v1_admin_workflows_templates__wid__automation_put,True,Workflow Templates Enterprise,Update Automation
POST,/v1/admin/workflows/templates/{wid}/clone,clone_template_v1_admin_workflows_templates__wid__clone_post,True,Workflow Templates Enterprise,Clone Template
POST,/v1/admin/workflows/templates/{wid}/publish,publish_template_v1_admin_workflows_templates__wid__publish_post,True,Workflow Templates Enterprise,Publish Template
POST,/v1/admin/workflows/templates/{wid}/rollback,rollback_template_v1_admin_workflows_templates__wid__rollback_post,True,Workflow Templates Enterprise,Rollback Template
GET,/v1/admin/workflows/templates/{wid}/runtime-analytics,get_runtime_analytics_v1_admin_workflows_templates__wid__runtime_analytics_get,True,Workflow Templates Enterprise,Get Runtime Analytics
GET,/v1/admin/workflows/templates/{wid}/runtime-jobs,get_runtime_jobs_v1_admin_workflows_templates__wid__runtime_jobs_get,True,Workflow Templates Enterprise,Get Runtime Jobs
GET,/v1/admin/workflows/templates/{wid}/service-mapping,get_service_mapping_v1_admin_workflows_templates__wid__service_mapping_get,True,Workflow Templates Enterprise,Get Service Mapping
POST,/v1/admin/workflows/templates/{wid}/service-mapping,add_service_mapping_v1_admin_workflows_templates__wid__service_mapping_post,True,Workflow Templates Enterprise,Add Service Mapping
DELETE,/v1/admin/workflows/templates/{wid}/service-mapping/{mapping_id},delete_service_mapping_v1_admin_workflows_templates__wid__service_mapping__mapping_id__delete,True,Workflow Templates Enterprise,Delete Service Mapping
POST,/v1/admin/workflows/templates/{wid}/simulate,simulate_template_v1_admin_workflows_templates__wid__simulate_post,True,Workflow Templates Enterprise,Simulate Template
GET,/v1/admin/workflows/templates/{wid}/sla,get_sla_v1_admin_workflows_templates__wid__sla_get,True,Workflow Templates Enterprise,Get Sla
PUT,/v1/admin/workflows/templates/{wid}/sla,update_sla_v1_admin_workflows_templates__wid__sla_put,True,Workflow Templates Enterprise,Update Sla
POST,/v1/admin/workflows/templates/{wid}/steps,add_step_v1_admin_workflows_templates__wid__steps_post,True,Workflow Templates Enterprise,Add Step
PUT,/v1/admin/workflows/templates/{wid}/steps/{step_id},update_step_v1_admin_workflows_templates__wid__steps__step_id__put,True,Workflow Templates Enterprise,Update Step
DELETE,/v1/admin/workflows/templates/{wid}/steps/{step_id},delete_step_v1_admin_workflows_templates__wid__steps__step_id__delete,True,Workflow Templates Enterprise,Delete Step
POST,/v1/admin/workflows/templates/{wid}/transitions,add_transition_v1_admin_workflows_templates__wid__transitions_post,True,Workflow Templates Enterprise,Add Transition
PUT,/v1/admin/workflows/templates/{wid}/transitions/{trans_id},update_transition_v1_admin_workflows_templates__wid__transitions__trans_id__put,True,Workflow Templates Enterprise,Update Transition
DELETE,/v1/admin/workflows/templates/{wid}/transitions/{trans_id},delete_transition_v1_admin_workflows_templates__wid__transitions__trans_id__delete,True,Workflow Templates Enterprise,Delete Transition
POST,/v1/admin/workflows/templates/{wid}/validate,validate_template_v1_admin_workflows_templates__wid__validate_post,True,Workflow Templates Enterprise,Validate Template
GET,/v1/admin/workflows/templates/{wid}/versions,get_versions_v1_admin_workflows_templates__wid__versions_get,True,Workflow Templates Enterprise,Get Versions
POST,/v1/ai/chat,ai_chat_v1_ai_chat_post,True,AI Chat Engine,Chat with the AI assistant
GET,/v1/ai/chat/meta,engine_meta_v1_ai_chat_meta_get,False,AI Chat Engine,Engine Meta
POST,/v1/ai/recommendations,ai_recommendations_v1_ai_recommendations_post,True,AI Recommendations,AI-safe recommendation endpoint (backend-validated)
POST,/v1/analytics/events/ingest,ingest_event_v1_analytics_events_ingest_post,True,Analytics Engine,Ingest Event
GET,/v1/analytics/events/stream,event_stream_v1_analytics_events_stream_get,True,Analytics Engine,Event Stream
GET,/v1/analytics/meta,engine_meta_v1_analytics_meta_get,False,Analytics Engine,Engine Meta
GET,/v1/analytics/metrics/daily,daily_metrics_v1_analytics_metrics_daily_get,True,Analytics Engine,Daily Metrics
POST,/v1/analytics/metrics/daily/upsert,upsert_daily_v1_analytics_metrics_daily_upsert_post,True,Analytics Engine,Upsert Daily
GET,/v1/analytics/platform/summary,platform_summary_v1_analytics_platform_summary_get,True,Analytics Engine,Platform Summary
GET,/v1/analytics/tenants/{tenant_id}/metrics,tenant_metrics_v1_analytics_tenants__tenant_id__metrics_get,True,Analytics Engine,Tenant Metrics
DELETE,/v1/appointments/calendar/blocks/{block_id},unblock_calendar_v1_appointments_calendar_blocks__block_id__delete,True,Appointment Engine,Unblock calendar time
GET,/v1/appointments/customers/{customer_id},list_by_customer_v1_appointments_customers__customer_id__get,True,Appointment Engine,List appointments by customer
POST,/v1/appointments/hold,hold_slot_v1_appointments_hold_post,True,Appointment Engine,Hold a slot — 10-min TTL. Redis SETNX + DB unique constraint.
GET,/v1/appointments/meta,engine_meta_v1_appointments_meta_get,False,Appointment Engine,Engine Meta
GET,/v1/appointments/staff/{staff_id},list_by_staff_v1_appointments_staff__staff_id__get,True,Appointment Engine,List appointments by staff member
POST,/v1/appointments/staff/{staff_id}/calendar/block,block_calendar_v1_appointments_staff__staff_id__calendar_block_post,True,Appointment Engine,Block calendar time — prevents slots from being offered
GET,/v1/appointments/staff/{staff_id}/slots,available_slots_v1_appointments_staff__staff_id__slots_get,True,Appointment Engine,Available slots for a staff member on a date
PUT,/v1/appointments/staff/{staff_id}/working-hours,set_working_hours_v1_appointments_staff__staff_id__working_hours_put,True,Appointment Engine,Set staff working hours and slot configuration
GET,/v1/appointments/{appointment_id},get_appointment_v1_appointments__appointment_id__get,True,Appointment Engine,Get appointment with HATEOAS transitions
POST,/v1/appointments/{appointment_id}/cancel,cancel_appointment_v1_appointments__appointment_id__cancel_post,True,Appointment Engine,Cancel Appointment
POST,/v1/appointments/{appointment_id}/confirm,confirm_hold_v1_appointments__appointment_id__confirm_post,True,Appointment Engine,Confirm hold — permanently books the slot
GET,/v1/appointments/{appointment_id}/history,get_history_v1_appointments__appointment_id__history_get,True,Appointment Engine,Immutable appointment status history
POST,/v1/appointments/{appointment_id}/no-show,mark_no_show_v1_appointments__appointment_id__no_show_post,True,Appointment Engine,Mark no-show — updates customer health signal + forfeits reservation
POST,/v1/appointments/{appointment_id}/reschedule,reschedule_v1_appointments__appointment_id__reschedule_post,True,Appointment Engine,"Reschedule — marks current as rescheduled, creates new hold"
GET,/v1/auth/api-keys,list_api_keys_v1_auth_api_keys_get,True,Auth & IAM,List all API keys for the tenant
POST,/v1/auth/api-keys,create_api_key_v1_auth_api_keys_post,True,Auth & IAM,Create an API key for tenant integrations
DELETE,/v1/auth/api-keys/{key_id},revoke_api_key_v1_auth_api_keys__key_id__delete,True,Auth & IAM,Revoke an API key
PATCH,/v1/auth/api-keys/{key_id},update_api_key_v1_auth_api_keys__key_id__patch,True,Auth & IAM,Update API key name or scopes
GET,/v1/auth/audit-log,get_audit_log_v1_auth_audit_log_get,True,Auth & IAM,"Get auth audit log (own or tenant, based on role)"
POST,/v1/auth/change-password-required,change_password_required_v1_auth_change_password_required_post,True,Auth & IAM,Change password when force_password_change is active
POST,/v1/auth/impersonate,impersonate_v1_auth_impersonate_post,True,Auth & IAM,[Super Admin] Start impersonation session
GET,/v1/auth/impersonate/active,list_impersonations_v1_auth_impersonate_active_get,True,Auth & IAM,[Super Admin] List all active impersonation sessions
POST,/v1/auth/impersonate/{session_id}/end,end_impersonation_v1_auth_impersonate__session_id__end_post,True,Auth & IAM,[Super Admin] End an impersonation session
POST,/v1/auth/login,login_v1_auth_login_post,False,Auth & IAM,Login with email and password
GET,/v1/auth/login-history,get_own_login_history_v1_auth_login_history_get,True,Login History,View your own recent login history
POST,/v1/auth/logout,logout_v1_auth_logout_post,True,Auth & IAM,Logout current session
POST,/v1/auth/logout-all,logout_all_v1_auth_logout_all_post,True,Auth & IAM,Logout all sessions (except optional current)
GET,/v1/auth/me,get_me_v1_auth_me_get,True,Auth & IAM,Get current user profile with permissions
PUT,/v1/auth/me,update_profile_v1_auth_me_put,True,Auth & IAM,Update current user profile
GET,/v1/auth/meta,engine_meta_v1_auth_meta_get,False,Auth & IAM,Auth engine introspection
POST,/v1/auth/mfa/backup-codes/regenerate,regenerate_backup_codes_v1_auth_mfa_backup_codes_regenerate_post,True,Auth & IAM,Regenerate MFA backup codes (requires current TOTP code)
POST,/v1/auth/mfa/confirm,confirm_mfa_v1_auth_mfa_confirm_post,True,Auth & IAM,Confirm MFA setup with a TOTP code
POST,/v1/auth/mfa/disable,disable_mfa_v1_auth_mfa_disable_post,True,Auth & IAM,Disable MFA (requires current password and TOTP code)
POST,/v1/auth/mfa/setup,setup_mfa_v1_auth_mfa_setup_post,True,Auth & IAM,Initiate MFA setup — returns TOTP QR code and backup codes
POST,/v1/auth/mfa/verify,verify_mfa_v1_auth_mfa_verify_post,False,Auth & IAM,Complete login with MFA code
POST,/v1/auth/otp/send,send_otp_v1_auth_otp_send_post,False,Auth & IAM,Send OTP to phone or email
POST,/v1/auth/otp/verify,verify_otp_v1_auth_otp_verify_post,False,Auth & IAM,Verify OTP and get access token
PUT,/v1/auth/password/change,change_password_v1_auth_password_change_put,True,Auth & IAM,Change password (requires current password)
POST,/v1/auth/password/reset/confirm,confirm_password_reset_v1_auth_password_reset_confirm_post,False,Auth & IAM,Confirm password reset with OTP token
POST,/v1/auth/password/reset/request,request_password_reset_v1_auth_password_reset_request_post,False,Auth & IAM,Request password reset OTP (no auth required)
GET,/v1/auth/permissions/map,get_permissions_map_v1_auth_permissions_map_get,True,Auth & IAM,Get the complete role → permissions map
POST,/v1/auth/register/customer,register_customer_v1_auth_register_customer_post,False,Auth & IAM,Register a new customer account
GET,/v1/auth/sessions,list_sessions_v1_auth_sessions_get,True,Auth & IAM,List all active sessions for current user
POST,/v1/auth/sessions/revoke-all-other,revoke_all_other_sessions_v1_auth_sessions_revoke_all_other_post,True,Login History,Revoke all sessions except the current one
DELETE,/v1/auth/sessions/{session_id},revoke_session_v1_auth_sessions__session_id__delete,True,Auth & IAM,Revoke a specific session
POST,/v1/auth/sessions/{session_id}/approve,approve_device_v1_auth_sessions__session_id__approve_post,True,Auth & IAM,Approve a staff member's new device
GET,/v1/auth/staff,list_staff_v1_auth_staff_get,True,Auth & IAM,List staff roster for a tenant (tenant-portal Staff page)
POST,/v1/auth/staff/invite,invite_staff_v1_auth_staff_invite_post,True,Auth & IAM,Invite a staff member to the tenant
POST,/v1/auth/staff/invite/accept,accept_invite_v1_auth_staff_invite_accept_post,False,Auth & IAM,Accept staff invite and set password (no auth required)
GET,/v1/auth/staff/{user_id},get_staff_v1_auth_staff__user_id__get,True,Auth & IAM,Get a single staff member
POST,/v1/auth/staff/{user_id}/deactivate,deactivate_staff_v1_auth_staff__user_id__deactivate_post,True,Auth & IAM,Deactivate a staff member and revoke all their sessions
POST,/v1/auth/staff/{user_id}/invite/resend,resend_invite_v1_auth_staff__user_id__invite_resend_post,True,Auth & IAM,Resend invite to a pending staff member
PUT,/v1/auth/staff/{user_id}/permissions,update_permissions_v1_auth_staff__user_id__permissions_put,True,Auth & IAM,Update granular permissions for a staff member
PUT,/v1/auth/staff/{user_id}/schedule,update_staff_schedule_v1_auth_staff__user_id__schedule_put,True,Auth & IAM,Update a staff member's working hours
POST,/v1/auth/token/introspect,introspect_token_v1_auth_token_introspect_post,True,Auth & IAM,Validate a token and return its claims (for internal service use)
POST,/v1/auth/token/refresh,refresh_token_v1_auth_token_refresh_post,False,Auth & IAM,Rotate refresh token and get new access token
GET,/v1/auth/users,list_users_v1_auth_users_get,True,Auth & IAM,[Super Admin] List all users across all tenants
GET,/v1/auth/users/{user_id},get_user_v1_auth_users__user_id__get,True,Auth & IAM,Get user details
GET,/v1/billing/configs,get_configs_v1_billing_configs_get,True,Billing Router,Get vertical billing configs — versioned commission rates
PUT,/v1/billing/configs,set_config_v1_billing_configs_put,True,Billing Router,"Set billing config — never overwrites, closes old and inserts new version"
GET,/v1/billing/logs/{tenant_id},routing_logs_v1_billing_logs__tenant_id__get,True,Billing Router,"Billing routing log — append-only, every decision recorded"
GET,/v1/billing/meta,engine_meta_v1_billing_meta_get,False,Billing Router,Engine Meta
POST,/v1/billing/profiles,activate_profile_v1_billing_profiles_post,True,Billing Router,"Activate billing profile — SELECT FOR UPDATE NOWAIT, cache invalidated first"
GET,/v1/billing/profiles/{tenant_id},get_profile_v1_billing_profiles__tenant_id__get,True,Billing Router,"Get active billing profile — Redis cache, DB fallback"
POST,/v1/billing/profiles/{tenant_id}/change-mode,change_mode_v1_billing_profiles__tenant_id__change_mode_post,True,Billing Router,Change billing mode — deactivates old + creates new atomically
GET,/v1/billing/profiles/{tenant_id}/history,profile_history_v1_billing_profiles__tenant_id__history_get,True,Billing Router,"Full billing mode history — immutable, every change recorded"
POST,/v1/billing/route,route_operation_v1_billing_route_post,True,Billing Router,Route a billing operation to correct engine — logs every decision
POST,/v1/bookings,create_booking_v1_bookings_post,True,Booking Engine,"Step 4: Create booking — server-side serviceability match, status=pending_confir"
GET,/v1/bookings,list_bookings_v1_bookings_get,True,Booking Engine,"Step 4: List bookings — customer sees own, tenant_owner sees tenant, super_admin"
GET,/v1/bookings/customers/{customer_id},list_by_customer_v1_bookings_customers__customer_id__get,True,Booking Engine,List bookings by customer
GET,/v1/bookings/meta,engine_meta_v1_bookings_meta_get,False,Booking Engine,Engine Meta
POST,/v1/bookings/preflight,booking_preflight_v1_bookings_preflight_post,True,Booking Engine,Step 4: Booking preflight — serviceability + pricing + SLA check
POST,/v1/bookings/reschedule/{reschedule_id}/accept,accept_reschedule_v1_bookings_reschedule__reschedule_id__accept_post,True,Booking Engine,Tenant accepts reschedule request
POST,/v1/bookings/reschedule/{reschedule_id}/reject,reject_reschedule_v1_bookings_reschedule__reschedule_id__reject_post,True,Booking Engine,Tenant rejects reschedule request
GET,/v1/bookings/tenants/{tenant_id_param},list_by_tenant_v1_bookings_tenants__tenant_id_param__get,True,Booking Engine,List bookings by tenant (legacy)
GET,/v1/bookings/tenants/{tenant_id_param}/cancellation-policy,cancellation_policy_v1_bookings_tenants__tenant_id_param__cancellation_policy_get,True,Booking Engine,Get tenant cancellation policy and reschedule limits
GET,/v1/bookings/tenants/{tenant_id_param}/search,search_v1_bookings_tenants__tenant_id_param__search_get,True,Booking Engine,Search bookings by booking number
GET,/v1/bookings/tenants/{tenant_id_param}/slots/check,check_slots_v1_bookings_tenants__tenant_id_param__slots_check_get,True,Booking Engine,Check slot availability for a date and time slot
GET,/v1/bookings/{booking_id},get_booking_v1_bookings__booking_id__get,True,Booking Engine,"Step 4: Get booking — tenant_owner sees own tenant, customer sees own"
POST,/v1/bookings/{booking_id}/cancel,cancel_booking_v1_bookings__booking_id__cancel_post,True,Booking Engine,"Step 4: Cancel booking — customer cancels own, tenant_owner cancels tenant's"
POST,/v1/bookings/{booking_id}/confirm,confirm_booking_v1_bookings__booking_id__confirm_post,True,Booking Engine,Step 5: Confirm pending_confirmation booking — tenant_owner only
POST,/v1/bookings/{booking_id}/convert-to-job,convert_to_job_v1_bookings__booking_id__convert_to_job_post,True,Booking Engine,Step 5: Convert confirmed booking to Field Ops job — tenant_owner only
POST,/v1/bookings/{booking_id}/notes,add_note_v1_bookings__booking_id__notes_post,True,Booking Engine,Add Note
GET,/v1/bookings/{booking_id}/notes,list_notes_v1_bookings__booking_id__notes_get,True,Booking Engine,List Notes
POST,/v1/bookings/{booking_id}/reject,reject_booking_v1_bookings__booking_id__reject_post,True,Booking Engine,"Step 5: Reject pending_confirmation booking — tenant_owner only, reason required"
POST,/v1/bookings/{booking_id}/reschedule/request,request_reschedule_v1_bookings__booking_id__reschedule_request_post,True,Booking Engine,Request reschedule — notifies tenant for approval
GET,/v1/bookings/{booking_id}/timeline,get_timeline_v1_bookings__booking_id__timeline_get,True,Booking Engine,Full immutable booking status history
POST,/v1/bookings/{booking_id}/void,void_booking_v1_bookings__booking_id__void_post,True,Booking Engine,Void booking (admin only — not a cancellation)
POST,/v1/catalog,create_item_v1_catalog_post,True,Service Catalog Engine,Define a new service offering
GET,/v1/catalog,list_items_v1_catalog_get,True,Service Catalog Engine,List a tenant's service catalog
GET,/v1/catalog/master/brands,public_list_brands_v1_catalog_master_brands_get,False,Customer Master Catalog,List active brands for a category (public)
GET,/v1/catalog/master/categories,public_list_categories_v1_catalog_master_categories_get,False,Customer Master Catalog,List active service categories (public)
GET,/v1/catalog/master/flow/config,get_flow_config_v1_catalog_master_flow_config_get,False,Customer Master Catalog,Get backend-driven customer flow config for a category/service
GET,/v1/catalog/master/issue-types,public_list_issue_types_v1_catalog_master_issue_types_get,False,Customer Master Catalog,List active issue types for browsing (public)
GET,/v1/catalog/master/service-groups,public_list_service_groups_v1_catalog_master_service_groups_get,False,Customer Master Catalog,List active service groups for a category (public)
GET,/v1/catalog/master/service-options,public_list_service_options_v1_catalog_master_service_options_get,False,Customer Master Catalog,List active customer-selectable service options (public)
GET,/v1/catalog/master/service-types,public_list_service_types_v1_catalog_master_service_types_get,False,Customer Master Catalog,List active service types for a category (public)
GET,/v1/catalog/master/services,public_list_services_v1_catalog_master_services_get,False,Customer Master Catalog,List active master services for a category (public)
GET,/v1/catalog/master/services/{service_id},public_get_service_v1_catalog_master_services__service_id__get,False,Customer Master Catalog,Get active master service detail (public)
GET,/v1/catalog/meta,engine_meta_v1_catalog_meta_get,False,Service Catalog Engine,Engine Meta
GET,/v1/catalog/{item_id},get_item_v1_catalog__item_id__get,True,Service Catalog Engine,Get Item
PUT,/v1/catalog/{item_id},update_item_v1_catalog__item_id__put,True,Service Catalog Engine,Update a service offering
POST,/v1/catalog/{item_id}/deactivate,deactivate_item_v1_catalog__item_id__deactivate_post,True,Service Catalog Engine,Retire a service offering
POST,/v1/chat/conversations,create_conversation_v1_chat_conversations_post,True,Chat Engine,Create Conversation
GET,/v1/chat/conversations,list_conversations_v1_chat_conversations_get,True,Chat Engine,List Conversations
GET,/v1/chat/conversations/{conversation_id},get_conversation_v1_chat_conversations__conversation_id__get,True,Chat Engine,Get Conversation
POST,/v1/chat/conversations/{conversation_id}/messages,send_message_v1_chat_conversations__conversation_id__messages_post,True,Chat Engine,Send message — idempotent on X-Idempotency-Key
GET,/v1/chat/conversations/{conversation_id}/messages,list_messages_v1_chat_conversations__conversation_id__messages_get,True,Chat Engine,List Messages
POST,/v1/chat/conversations/{conversation_id}/messages/read,mark_read_v1_chat_conversations__conversation_id__messages_read_post,True,Chat Engine,Mark Read
GET,/v1/chat/conversations/{conversation_id}/participants,list_participants_v1_chat_conversations__conversation_id__participants_get,True,Chat Engine,List Participants
POST,/v1/chat/conversations/{conversation_id}/typing,set_typing_v1_chat_conversations__conversation_id__typing_post,True,Chat Engine,"Set typing indicator — pure Redis, zero DB writes"
GET,/v1/chat/conversations/{conversation_id}/typing,get_typing_v1_chat_conversations__conversation_id__typing_get,True,Chat Engine,"Get typing indicators — pure Redis, zero DB reads"
GET,/v1/chat/conversations/{conversation_id}/unread,get_unread_v1_chat_conversations__conversation_id__unread_get,True,Chat Engine,Get Unread
PUT,/v1/chat/messages/{message_id},edit_message_v1_chat_messages__message_id__put,True,Chat Engine,Edit Message
DELETE,/v1/chat/messages/{message_id},delete_message_v1_chat_messages__message_id__delete,True,Chat Engine,"Soft-delete — content replaced, row kept for audit"
GET,/v1/chat/meta,engine_meta_v1_chat_meta_get,False,Chat Engine,Engine Meta
POST,/v1/commerce/bookings/preflight,run_preflight_v1_commerce_bookings_preflight_post,True,Platform Commerce,Run 4-check pre-flight — gate for all bookings
GET,/v1/commerce/bookings/preflight/rules,preflight_rules_v1_commerce_bookings_preflight_rules_get,True,Platform Commerce,Get pre-flight rules and current thresholds
POST,/v1/commerce/bookings/{booking_id}/reservation/confirm,confirm_reservation_v1_commerce_bookings__booking_id__reservation_confirm_post,True,Platform Commerce,Convert reservation to confirmed deduction at job close
POST,/v1/commerce/bookings/{booking_id}/reservation/create,create_reservation_v1_commerce_bookings__booking_id__reservation_create_post,True,Platform Commerce,Lock customer credits at booking confirmation
POST,/v1/commerce/bookings/{booking_id}/reservation/forfeit,forfeit_reservation_v1_commerce_bookings__booking_id__reservation_forfeit_post,True,Platform Commerce,Forfeit reservation on no-show / late cancellation
POST,/v1/commerce/bookings/{booking_id}/reservation/release,release_reservation_v1_commerce_bookings__booking_id__reservation_release_post,True,Platform Commerce,Release reservation on policy-compliant cancellation
GET,/v1/commerce/customers/{customer_id}/health,get_customer_health_v1_commerce_customers__customer_id__health_get,True,Platform Commerce,Get customer health score for a tenant
GET,/v1/commerce/customers/{customer_id}/health/history,get_customer_health_history_v1_commerce_customers__customer_id__health_history_get,True,Platform Commerce,Customer health band history
POST,/v1/commerce/customers/{customer_id}/health/override,override_health_v1_commerce_customers__customer_id__health_override_post,True,Platform Commerce,[Admin] Override customer health band (with expiry)
POST,/v1/commerce/customers/{customer_id}/health/recompute,recompute_health_v1_commerce_customers__customer_id__health_recompute_post,True,Platform Commerce,Force-recompute customer health from raw events
POST,/v1/commerce/customers/{customer_id}/health/signals,update_health_signal_v1_commerce_customers__customer_id__health_signals_post,True,Platform Commerce,[Internal] Update customer health signal
POST,/v1/commerce/jobs/{job_id}/commission/deduct,deduct_commission_v1_commerce_jobs__job_id__commission_deduct_post,True,Platform Commerce,"Deduct commission on job close — atomic, idempotent"
GET,/v1/commerce/meta,engine_meta_v1_commerce_meta_get,False,Platform Commerce,Platform Commerce engine introspection
GET,/v1/commerce/packages,list_packages_v1_commerce_packages_get,True,Platform Commerce,List credit packages (empty if deposit unpaid)
POST,/v1/commerce/packages,create_package_v1_commerce_packages_post,True,Platform Commerce,[Admin] Create credit package
GET,/v1/commerce/packages/{package_id},get_package_v1_commerce_packages__package_id__get,True,Platform Commerce,Get credit package detail
PUT,/v1/commerce/packages/{package_id},update_package_v1_commerce_packages__package_id__put,True,Platform Commerce,[Admin] Update credit package
DELETE,/v1/commerce/packages/{package_id},archive_package_v1_commerce_packages__package_id__delete,True,Platform Commerce,[Admin] Archive credit package (soft-delete)
GET,/v1/commerce/platform/badges/summary,badges_summary_v1_commerce_platform_badges_summary_get,True,Platform Commerce,[Admin] Platform-wide badge distribution
GET,/v1/commerce/platform/commission/daily,daily_commission_v1_commerce_platform_commission_daily_get,True,Platform Commerce,[Admin] Daily commission chart data
GET,/v1/commerce/platform/commission/summary,platform_commission_v1_commerce_platform_commission_summary_get,True,Platform Commerce,[Admin] Platform-wide commission KPIs
GET,/v1/commerce/platform/summary,platform_summary_v1_commerce_platform_summary_get,True,Platform Commerce,[Admin] Platform-wide commerce KPIs
GET,/v1/commerce/platform/tenants/at-risk,at_risk_tenants_v1_commerce_platform_tenants_at_risk_get,True,Platform Commerce,[Admin] Tenants in At Risk / Critical health bands
GET,/v1/commerce/tenants/{tenant_id}/badges,get_badges_v1_commerce_tenants__tenant_id__badges_get,True,Platform Commerce,Get active badges for tenant
POST,/v1/commerce/tenants/{tenant_id}/badges/recalculate,recalculate_badges_v1_commerce_tenants__tenant_id__badges_recalculate_post,True,Platform Commerce,Force badge recalculation (normally runs daily via Celery)
GET,/v1/commerce/tenants/{tenant_id}/commission/history,get_commission_history_v1_commerce_tenants__tenant_id__commission_history_get,True,Platform Commerce,"Commission history (cursor-paginated, downloadable)"
GET,/v1/commerce/tenants/{tenant_id}/commission/projection,get_commission_projection_v1_commerce_tenants__tenant_id__commission_projection_get,True,Platform Commerce,Projected monthly commission cost
GET,/v1/commerce/tenants/{tenant_id}/commission/rate,get_rate_v1_commerce_tenants__tenant_id__commission_rate_get,True,Platform Commerce,Get effective commission rate (plan × health band)
GET,/v1/commerce/tenants/{tenant_id}/customers,list_customers_v1_commerce_tenants__tenant_id__customers_get,True,Platform Commerce,List customers with health scores for tenant
GET,/v1/commerce/tenants/{tenant_id}/customers/at-risk,at_risk_customers_v1_commerce_tenants__tenant_id__customers_at_risk_get,True,Platform Commerce,Customers in Cautious/Restricted/Blocked bands
GET,/v1/commerce/tenants/{tenant_id}/deposit,get_deposit_v1_commerce_tenants__tenant_id__deposit_get,True,Platform Commerce,Get security deposit status
