method,path,endpoint,module,behaviour,db_writes,external_effects,audit_effects
POST,/v1/recommendations/{result_id}/reject,reject_recommendation,app.engines.admin_catalog.recommendation_router,DATABASE_MUTATION,commit,,
POST,/v1/ai/recommendations,ai_recommendations,app.engines.admin_catalog.recommendation_router,READ_ONLY_POST,,,
POST,/v1/admin/bulk-setup/drafts/{draft_id}/recommendations,bulk_setup_draft_recommendations,app.engines.admin_catalog.recommendation_router,READ_ONLY_POST,,,
POST,/v1/provider/setup/recommendations,provider_setup_recommendations,app.engines.admin_catalog.recommendation_router,READ_ONLY_POST,,,
POST,/v1/customer/booking/recommendations,customer_booking_recommendations,app.engines.admin_catalog.recommendation_router,READ_ONLY_POST,,,
GET,/v1/customer/flow/categories,customer_list_categories,app.engines.admin_catalog.customer_flow_router,READ_ONLY,,,
GET,/v1/customer/flow/services,customer_list_services,app.engines.admin_catalog.customer_flow_router,READ_ONLY,,,
GET,/v1/customer/flow/flow-config,customer_get_flow_config,app.engines.admin_catalog.customer_flow_router,READ_ONLY,,,
POST,/v1/customer/flow/drafts,create_draft,app.engines.admin_catalog.customer_flow_router,DATABASE_MUTATION,add|commit|flush,,_audit
GET,/v1/customer/flow/drafts,list_drafts,app.engines.admin_catalog.customer_flow_router,READ_ONLY,,,
GET,/v1/customer/flow/drafts/{draft_id},get_draft,app.engines.admin_catalog.customer_flow_router,READ_ONLY,,,
PATCH,/v1/customer/flow/drafts/{draft_id},update_draft,app.engines.admin_catalog.customer_flow_router,DATABASE_MUTATION,commit|raw_sql,,_audit
POST,/v1/customer/flow/drafts/{draft_id}/estimate,estimate_draft,app.engines.admin_catalog.customer_flow_router,DATABASE_MUTATION,commit,,
POST,/v1/customer/flow/drafts/{draft_id}/confirm,confirm_draft,app.engines.admin_catalog.customer_flow_router,DATABASE_MUTATION,commit,,
POST,/v1/customer/flow/drafts/{draft_id}/cancel,cancel_draft,app.engines.admin_catalog.customer_flow_router,DATABASE_MUTATION,commit,,
GET,/v1/admin/customer-flow/flow-configs,admin_list_flow_configs,app.engines.admin_catalog.customer_flow_router,READ_ONLY,,,
GET,/v1/admin/customer-flow/drafts,admin_list_drafts,app.engines.admin_catalog.customer_flow_router,READ_ONLY,,,
GET,/v1/admin/customer-flow/drafts/{draft_id},admin_get_draft,app.engines.admin_catalog.customer_flow_router,READ_ONLY,,,
GET,/v1/admin/tenants/summary,get_tenants_summary,app.engines.tenant_engine.admin_router,READ_ONLY,,,
GET,/v1/admin/tenants/insights,get_tenants_insights,app.engines.tenant_engine.admin_router,READ_ONLY,,,
GET,/v1/admin/tenants/export,export_tenants,app.engines.tenant_engine.admin_router,READ_ONLY,,,
POST,/v1/admin/tenants/onboard,onboard_tenant,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add|flush,,_audit|record_platform_audit
GET,/v1/admin/tenants,list_tenants,app.engines.tenant_engine.admin_router,READ_ONLY,,,
GET,/v1/admin/tenants/{tenant_id},get_tenant,app.engines.tenant_engine.admin_router,READ_ONLY,,,
PATCH,/v1/admin/tenants/{tenant_id},update_tenant,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/verify,verify_tenant,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/reject-verification,reject_verification,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/activate,activate_tenant,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add|flush,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/suspend,suspend_tenant,app.engines.tenant_engine.admin_router,DATABASE_AND_EXTERNAL_MUTATION,add,publish,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/notes,add_admin_note,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/archive,archive_tenant,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/reactivate,reactivate_tenant,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/request-changes,request_changes,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/add-usage-credits,add_usage_credits,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,commit,,
GET,/v1/admin/tenants/{tenant_id}/usage-credit-ledger,get_usage_credit_ledger,app.engines.tenant_engine.admin_router,READ_ONLY,,,
POST,/v1/admin/tenants/{tenant_id}/change-plan,change_plan,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/send-notification,send_notification,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
GET,/v1/admin/tenants/{tenant_id}/overview,get_overview,app.engines.tenant_engine.admin_router,READ_ONLY,,,
GET,/v1/admin/tenants/{tenant_id}/settings,get_settings,app.engines.tenant_engine.admin_router,READ_ONLY,,,
PATCH,/v1/admin/tenants/{tenant_id}/settings,update_settings,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
GET,/v1/admin/tenants/{tenant_id}/users,list_users,app.engines.tenant_engine.admin_router,READ_ONLY,,,
POST,/v1/admin/tenants/{tenant_id}/users,create_user,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add|flush,,_audit|record_platform_audit
PATCH,/v1/admin/tenants/{tenant_id}/users/{user_id},update_user,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/users/{user_id}/activate,activate_user,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/users/{user_id}/suspend,suspend_user,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/users/{user_id}/reset-password,reset_user_password,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
GET,/v1/admin/tenants/{tenant_id}/staff,list_staff,app.engines.tenant_engine.admin_router,READ_ONLY,,,
POST,/v1/admin/tenants/{tenant_id}/staff,create_staff,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add|flush,,_audit|record_platform_audit
PATCH,/v1/admin/tenants/{tenant_id}/staff/{staff_id},update_staff,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/staff/{staff_id}/activate,activate_staff,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/staff/{staff_id}/deactivate,deactivate_staff,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add|sqlalchemy.update(),,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/staff/{staff_id}/reset-password,reset_staff_password,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
PATCH,/v1/admin/tenants/{tenant_id}/staff/{staff_id}/photo,update_staff_photo,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/wallet/topup,credit_topup,app.engines.tenant_engine.admin_router,READ_ONLY_POST,,,
GET,/v1/admin/tenants/{tenant_id}/audit-logs,get_audit_logs,app.engines.tenant_engine.admin_router,READ_ONLY,,,
GET,/v1/admin/tenants/{tenant_id}/export,export_tenant_report,app.engines.tenant_engine.admin_router,READ_ONLY,,,
GET,/v1/admin/tenants/{tenant_id}/offerings/enabled,admin_list_offerings,app.engines.tenant_engine.admin_router,READ_ONLY,,,
POST,/v1/admin/tenants/{tenant_id}/offerings/enabled/{offering_id}/suspend,admin_suspend_offering,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,commit|raw_sql,,record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/offerings/enabled/{offering_id}/reactivate,admin_reactivate_offering,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,commit|raw_sql,,record_platform_audit
POST,/v1/admin/tenants/{tenant_id}/offerings/refresh-readiness,admin_refresh_offerings_readiness,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/admin/tenants/{tenant_id}/team-members,admin_list_team_members,app.engines.tenant_engine.admin_router,READ_ONLY,,,
GET,/v1/admin/tenants/{tenant_id}/availability,admin_list_availability,app.engines.tenant_engine.admin_router,READ_ONLY,,,
GET,/v1/tenant/profile,get_profile,app.engines.tenant_engine.portal_router,READ_ONLY,,,
PATCH,/v1/tenant/profile,update_profile,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
GET,/v1/tenant/settings,get_settings,app.engines.tenant_engine.portal_router,READ_ONLY,,,
PATCH,/v1/tenant/settings,update_settings,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
GET,/v1/tenant/users,list_users,app.engines.tenant_engine.portal_router,READ_ONLY,,,
POST,/v1/tenant/users,create_user,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,add|flush,,_audit|record_platform_audit
POST,/v1/tenant/users/{user_id}/suspend,suspend_user,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
GET,/v1/tenant/staff,list_staff,app.engines.tenant_engine.portal_router,READ_ONLY,,,
POST,/v1/tenant/staff,create_staff,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,add|flush,,_audit|record_platform_audit
POST,/v1/tenant/staff/{staff_id}/deactivate,deactivate_staff,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,add|sqlalchemy.update(),,_audit|record_platform_audit
PATCH,/v1/tenant/staff/{staff_id}/photo,update_staff_photo,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
GET,/v1/tenant/dashboard/runtime,get_dashboard_runtime,app.engines.tenant_engine.portal_router,READ_ONLY,,,
GET,/v1/tenant/navigation,get_navigation,app.engines.tenant_engine.portal_router,READ_ONLY,,,
POST,/v1/tenant/staff/{user_id}/lock,lock_staff,app.engines.tenant_engine.portal_router,READ_ONLY_POST,,,
POST,/v1/tenant/staff/{user_id}/unlock,unlock_staff,app.engines.tenant_engine.portal_router,READ_ONLY_POST,,,
POST,/v1/tenant/staff/{user_id}/sessions/revoke-all,revoke_staff_sessions,app.engines.tenant_engine.portal_router,READ_ONLY_POST,,,
GET,/v1/tenant/staff/{user_id}/login-history,staff_login_history,app.engines.tenant_engine.portal_router,READ_ONLY,,,
GET,/v1/tenant/staff/{user_id}/security,staff_security_status,app.engines.tenant_engine.portal_router,READ_ONLY,,,
GET,/v1/tenant/dashboard/home-services/summary,home_services_summary,app.engines.tenant_engine.portal_router,READ_ONLY,,,
GET,/v1/tenant/dashboard/coaching/summary,coaching_summary,app.engines.tenant_engine.portal_router,READ_ONLY,,,
GET,/v1/tenant/dashboard/real-estate/summary,real_estate_summary,app.engines.tenant_engine.portal_router,READ_ONLY,,,
GET,/v1/tenant/engines/effective,get_tenant_effective_engines,app.engines.tenant_engine.portal_router,READ_ONLY,,,
GET,/v1/tenant/monetization/status,get_monetization_status,app.engines.tenant_engine.portal_router,READ_ONLY,,,
GET,/v1/admin/packages/summary,get_packages_summary,app.engines.package_commerce.admin_router,READ_ONLY,,,
GET,/v1/admin/packages,list_packages,app.engines.package_commerce.admin_router,READ_ONLY,,,
POST,/v1/admin/packages,create_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,add|flush,,_pkg_audit
GET,/v1/admin/packages/audit-logs,list_all_package_audit,app.engines.package_commerce.admin_router,READ_ONLY,,,
GET,/v1/admin/packages/purchases,list_all_package_purchases,app.engines.package_commerce.admin_router,READ_ONLY,,,
GET,/v1/admin/packages/{package_id},get_package,app.engines.package_commerce.admin_router,READ_ONLY,,,
PUT,/v1/admin/packages/{package_id},update_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,add|raw_sql,,_pkg_audit
DELETE,/v1/admin/packages/{package_id},delete_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,add,,_pkg_audit
POST,/v1/admin/packages/{package_id}/activate,activate_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,add,,_pkg_audit
POST,/v1/admin/packages/{package_id}/deactivate,deactivate_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,add,,_pkg_audit
POST,/v1/admin/packages/{package_id}/clone,clone_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,add|flush,,_pkg_audit
GET,/v1/admin/packages/{package_id}/audit,get_package_audit,app.engines.package_commerce.admin_router,READ_ONLY,,,
GET,/v1/admin/packages/{package_id}/features,list_package_features,app.engines.package_commerce.admin_router,READ_ONLY,,,
POST,/v1/admin/packages/{package_id}/features,create_package_feature,app.engines.package_commerce.admin_router,DATABASE_MUTATION,add|flush,,
PUT,/v1/admin/packages/{package_id}/features/{feature_id},update_package_feature,app.engines.package_commerce.admin_router,DATABASE_MUTATION,flush|raw_sql,,
DELETE,/v1/admin/packages/{package_id}/features/{feature_id},delete_package_feature,app.engines.package_commerce.admin_router,READ_ONLY_PUT_OR_PATCH_FALSE_POSITIVE,,,
GET,/v1/admin/packages/{package_id}/limits,list_package_limits,app.engines.package_commerce.admin_router,READ_ONLY,,,
POST,/v1/admin/packages/{package_id}/limits,create_package_limit,app.engines.package_commerce.admin_router,DATABASE_MUTATION,add|flush,,
PUT,/v1/admin/packages/{package_id}/limits/{limit_id},update_package_limit,app.engines.package_commerce.admin_router,DATABASE_MUTATION,flush|raw_sql,,
DELETE,/v1/admin/packages/{package_id}/limits/{limit_id},delete_package_limit,app.engines.package_commerce.admin_router,READ_ONLY_PUT_OR_PATCH_FALSE_POSITIVE,,,
GET,/v1/admin/tenants/{tenant_id}/packages/available,admin_get_available_packages,app.engines.package_commerce.admin_router,READ_ONLY,,,
GET,/v1/admin/tenants/{tenant_id}/packages/purchases,admin_list_purchases,app.engines.package_commerce.admin_router,READ_ONLY,,,
POST,/v1/admin/tenants/{tenant_id}/packages/{package_id}/purchase,admin_purchase_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,add|commit|flush,,_pkg_audit
GET,/v1/admin/tenants/{tenant_id}/security-deposit,admin_get_deposit,app.engines.package_commerce.admin_router,READ_ONLY,,,
POST,/v1/admin/tenants/{tenant_id}/security-deposit/mark-paid,admin_mark_deposit_paid,app.engines.package_commerce.admin_router,READ_ONLY_POST,,,
POST,/v1/admin/tenants/{tenant_id}/security-deposit/refund,admin_refund_deposit,app.engines.package_commerce.admin_router,READ_ONLY_POST,,,
POST,/v1/admin/tenants/{tenant_id}/security-deposit/forfeit,admin_forfeit_deposit,app.engines.package_commerce.admin_router,READ_ONLY_POST,,,
GET,/v1/admin/tenants/{tenant_id}/credit-wallet,admin_get_wallet,app.engines.package_commerce.admin_router,READ_ONLY,,,
GET,/v1/admin/tenants/{tenant_id}/credit-ledger,admin_get_ledger,app.engines.package_commerce.admin_router,READ_ONLY,,,
POST,/v1/admin/tenants/{tenant_id}/credit-wallet/top-up,admin_topup_wallet,app.engines.package_commerce.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/tenants/{tenant_id}/credit-wallet/adjust,admin_adjust_wallet,app.engines.package_commerce.admin_router,DATABASE_MUTATION,commit,,
GET,/v1/admin/tenants/{tenant_id}/commissions,admin_list_commissions,app.engines.package_commerce.admin_router,READ_ONLY,,,
POST,/v1/admin/jobs/{job_id}/deduct-commission,admin_deduct_commission,app.engines.package_commerce.admin_router,DATABASE_AND_EXTERNAL_MUTATION,add|flush,debit_wallet,_pkg_audit
POST,/v1/admin/jobs/{job_id}/calculate-commission,admin_calculate_commission,app.engines.package_commerce.admin_router,DATABASE_MUTATION,add|flush,,
GET,/v1/admin/tenants/{tenant_id}/storage-quota,admin_get_storage_quota,app.engines.package_commerce.admin_router,READ_ONLY,,,
GET,/v1/provider/onboarding/package-summary,provider_package_summary,app.engines.package_commerce.tenant_router,READ_ONLY,,,
GET,/v1/tenant/packages/available,tenant_get_available_packages,app.engines.package_commerce.tenant_router,READ_ONLY,,,
GET,/v1/tenant/packages/purchases,tenant_list_purchases,app.engines.package_commerce.tenant_router,READ_ONLY,,,
POST,/v1/tenant/packages/{package_id}/purchase,tenant_purchase_package,app.engines.package_commerce.tenant_router,DATABASE_MUTATION,add|commit|flush,,_pkg_audit
GET,/v1/tenant/security-deposit,tenant_get_deposit,app.engines.package_commerce.tenant_router,READ_ONLY,,,
GET,/v1/tenant/credit-wallet,tenant_get_credit_wallet,app.engines.package_commerce.tenant_router,READ_ONLY,,,
GET,/v1/tenant/credit-ledger,tenant_get_credit_ledger,app.engines.package_commerce.tenant_router,READ_ONLY,,,
GET,/v1/tenant/commissions,tenant_list_commissions,app.engines.package_commerce.tenant_router,READ_ONLY,,,
GET,/v1/tenant/storage-quota,tenant_get_storage_quota,app.engines.package_commerce.tenant_router,READ_ONLY,,,
GET,/v1/public/packages,list_public_packages,app.engines.package_commerce.public_router,READ_ONLY,,,
GET,/v1/admin/locations/states,admin_list_states,app.engines.location_engine.router,READ_ONLY,,,
POST,/v1/admin/locations/states,admin_create_state,app.engines.location_engine.router,DATABASE_MUTATION,add|flush,,
GET,/v1/admin/locations/districts,admin_list_districts,app.engines.location_engine.router,READ_ONLY,,,
POST,/v1/admin/locations/states/{state_id}/districts,admin_create_district,app.engines.location_engine.router,DATABASE_MUTATION,add|flush,,
GET,/v1/admin/locations/cities,admin_list_cities,app.engines.location_engine.router,READ_ONLY,,,
POST,/v1/admin/locations/districts/{district_id}/cities,admin_create_city,app.engines.location_engine.router,DATABASE_MUTATION,add|flush,,
GET,/v1/admin/locations/zones,admin_list_zones,app.engines.location_engine.router,READ_ONLY,,,
POST,/v1/admin/locations/cities/{city_id}/zones,admin_create_zone,app.engines.location_engine.router,DATABASE_MUTATION,add|flush,,
GET,/v1/admin/locations/city-tiers,admin_list_city_tiers,app.engines.location_engine.router,READ_ONLY,,,
GET,/v1/public/locations/states,public_list_states,app.engines.location_engine.router,READ_ONLY,,,
GET,/v1/public/locations/districts,public_list_districts,app.engines.location_engine.router,READ_ONLY,,,
GET,/v1/public/locations/cities,public_list_cities,app.engines.location_engine.router,READ_ONLY,,,
GET,/v1/public/locations/zones,public_list_zones,app.engines.location_engine.router,READ_ONLY,,,
GET,/v1/ds/meta,engine_meta,app.engines.data_science.router,HEALTH_OR_DIAGNOSTIC,,,
GET,/v1/ds/tenants/{tenant_id}/churn/score,get_churn_score,app.engines.data_science.router,MUTATING_GET,add|flush,,
GET,/v1/ds/churn/at-risk,list_at_risk,app.engines.data_science.router,READ_ONLY,,,
GET,/v1/ds/tenants/{tenant_id}/churn/factors,get_churn_factors,app.engines.data_science.router,MUTATING_GET,add,,
GET,/v1/ds/tenants/{tenant_id}/churn/history,churn_history,app.engines.data_science.router,READ_ONLY,,,
GET,/v1/ds/tenants/{tenant_id}/demand/forecast,get_forecast,app.engines.data_science.router,MUTATING_GET,add|flush,,
POST,/v1/ds/tenants/{tenant_id}/demand/recompute,trigger_recompute,app.engines.data_science.router,DATABASE_MUTATION,add|flush,,
GET,/v1/ds/tenants/{tenant_id}/demand/history,forecast_history,app.engines.data_science.router,READ_ONLY,,,
GET,/v1/ds/tenants/{tenant_id}/pricing/recommendations,pricing_recs,app.engines.data_science.router,MUTATING_GET,add|flush,,
POST,/v1/ds/tenants/{tenant_id}/pricing/apply,apply_pricing,app.engines.data_science.router,DATABASE_MUTATION,raw_sql,,
GET,/v1/ds/tenants/{tenant_id}/pricing/history,pricing_history,app.engines.data_science.router,READ_ONLY,,,
GET,/v1/ds/tenants/{tenant_id}/staff/rankings,staff_rankings,app.engines.data_science.router,READ_ONLY,,,
GET,/v1/ds/tenants/{tenant_id}/staff/{staff_id}/score,staff_score,app.engines.data_science.router,READ_ONLY,,,
POST,/v1/ds/tenants/{tenant_id}/staff/{staff_id}/signal,update_staff_signal,app.engines.data_science.router,DATABASE_MUTATION,add|flush|raw_sql,,
GET,/v1/ds/tenants/{tenant_id}/customers/{customer_id}/ltv,customer_ltv,app.engines.data_science.router,MUTATING_GET,add|flush,,
GET,/v1/ds/tenants/{tenant_id}/customers/high-value,high_value_customers,app.engines.data_science.router,READ_ONLY,,,
POST,/v1/ds/tenants/{tenant_id}/customers/{customer_id}/ltv/recompute,recompute_ltv,app.engines.data_science.router,DATABASE_MUTATION,add|flush,,
GET,/v1/ds/anomalies,list_anomalies,app.engines.data_science.router,READ_ONLY,,,
GET,/v1/ds/anomalies/{anomaly_id},get_anomaly,app.engines.data_science.router,READ_ONLY,,,
POST,/v1/ds/anomalies/{anomaly_id}/acknowledge,acknowledge_anomaly,app.engines.data_science.router,READ_ONLY_POST,,,
GET,/v1/ds/models,model_versions,app.engines.data_science.router,READ_ONLY,,,
POST,/v1/ds/models/{model_type}/retrain,trigger_retrain,app.engines.data_science.router,DATABASE_MUTATION,add|flush,,
GET,/v1/ds/tenants/{tenant_id}/business-performance,business_performance,app.engines.data_science.router,READ_ONLY,,,
GET,/v1/ds/platform/summary,platform_summary,app.engines.data_science.router,READ_ONLY,,,
GET,/v1/rag/meta,engine_meta,app.engines.rag.router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/rag/knowledge-bases,create_kb,app.engines.rag.router,DATABASE_MUTATION,add|flush,,
GET,/v1/rag/knowledge-bases/{kb_id},get_kb,app.engines.rag.router,READ_ONLY,,,
GET,/v1/rag/tenants/{tenant_id}/knowledge-bases,list_kbs,app.engines.rag.router,READ_ONLY,,,
PUT,/v1/rag/knowledge-bases/{kb_id},update_kb,app.engines.rag.router,DATABASE_MUTATION,raw_sql,,
DELETE,/v1/rag/knowledge-bases/{kb_id},delete_kb,app.engines.rag.router,DATABASE_MUTATION,sqlalchemy.update(),,
POST,/v1/rag/knowledge-bases/{kb_id}/documents,ingest_document,app.engines.rag.router,DATABASE_MUTATION,add|flush,,
GET,/v1/rag/knowledge-bases/{kb_id}/documents,list_documents,app.engines.rag.router,READ_ONLY,,,
GET,/v1/rag/documents/{doc_id},get_document,app.engines.rag.router,READ_ONLY,,,
DELETE,/v1/rag/documents/{doc_id},delete_document,app.engines.rag.router,DATABASE_MUTATION,delete|sqlalchemy.update(),,
POST,/v1/rag/documents/{doc_id}/reindex,reindex_document,app.engines.rag.router,DATABASE_MUTATION,add|flush|sqlalchemy.update(),,
GET,/v1/rag/knowledge-bases/{kb_id}/chunks,list_chunks,app.engines.rag.router,READ_ONLY,,,
GET,/v1/rag/chunks/{chunk_id},get_chunk,app.engines.rag.router,READ_ONLY,,,
POST,/v1/rag/query,query,app.engines.rag.router,DATABASE_MUTATION,add|flush,,
POST,/v1/rag/search,search,app.engines.rag.router,READ_ONLY_POST,,,
GET,/v1/rag/queries/{query_id},get_query,app.engines.rag.router,READ_ONLY,,,
GET,/v1/rag/tenants/{tenant_id}/queries,list_queries,app.engines.rag.router,READ_ONLY,,,
GET,/v1/rag/platform/usage,platform_usage,app.engines.rag.router,READ_ONLY,,,
GET,/v1/settings/meta,engine_meta,app.engines.settings_engine.router,HEALTH_OR_DIAGNOSTIC,,,
GET,/v1/settings/platform,list_platform,app.engines.settings_engine.router,READ_ONLY,,,
GET,/v1/settings/platform/{key},get_platform,app.engines.settings_engine.router,READ_ONLY,,,
PUT,/v1/settings/platform/{key},set_platform,app.engines.settings_engine.router,DATABASE_MUTATION,add,,_audit|record_platform_audit
DELETE,/v1/settings/platform/{key},delete_platform,app.engines.settings_engine.router,DATABASE_MUTATION,delete,,
POST,/v1/settings/platform/bulk,bulk_set_platform,app.engines.settings_engine.router,DATABASE_MUTATION,add,,_audit
GET,/v1/settings/plans/{plan_type},list_plan,app.engines.settings_engine.router,READ_ONLY,,,
PUT,/v1/settings/plans/{plan_type}/{key},set_plan,app.engines.settings_engine.router,DATABASE_MUTATION,add,,_audit|record_platform_audit
DELETE,/v1/settings/plans/{plan_type}/{key},delete_plan,app.engines.settings_engine.router,DATABASE_MUTATION,delete,,
GET,/v1/settings/tenants/{tenant_id},list_tenant,app.engines.settings_engine.router,READ_ONLY,,,
PUT,/v1/settings/tenants/{tenant_id}/{key},set_tenant,app.engines.settings_engine.router,DATABASE_MUTATION,add,,_audit|record_platform_audit
DELETE,/v1/settings/tenants/{tenant_id}/{key},delete_tenant,app.engines.settings_engine.router,DATABASE_MUTATION,add|delete,,_audit|record_platform_audit
GET,/v1/settings/resolve/{key},resolve,app.engines.settings_engine.router,READ_ONLY,,,
GET,/v1/settings/audit-log,audit_log,app.engines.settings_engine.router,READ_ONLY,,,
GET,/v1/admin/settings/summary,summary,app.engines.settings_engine.admin_router,READ_ONLY,,,
POST,/v1/admin/settings/seed-defaults/preview,seed_defaults_preview,app.engines.settings_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/settings/seed-defaults,seed_defaults,app.engines.settings_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
GET,/v1/admin/settings,list_settings,app.engines.settings_engine.admin_router,READ_ONLY,,,
GET,/v1/admin/settings/groups,list_groups,app.engines.settings_engine.admin_router,READ_ONLY,,,
POST,/v1/admin/settings,create_setting,app.engines.settings_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
PUT,/v1/admin/settings/{setting_key},update_setting,app.engines.settings_engine.admin_router,DATABASE_MUTATION,add|raw_sql,,_audit|record_platform_audit
POST,/v1/admin/settings/{setting_key}/enable,enable_setting,app.engines.settings_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/settings/{setting_key}/disable,disable_setting,app.engines.settings_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
POST,/v1/admin/settings/{setting_key}/impact-preview,impact_preview,app.engines.settings_engine.admin_router,READ_ONLY_POST,,,
POST,/v1/admin/settings/{setting_key}/rollback,rollback_setting,app.engines.settings_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
GET,/v1/admin/settings/{setting_key}/history,setting_history,app.engines.settings_engine.admin_router,READ_ONLY,,,
POST,/v1/admin/settings/resolve-effective-value,resolve_effective_value,app.engines.settings_engine.admin_router,READ_ONLY_POST,,,
GET,/v1/admin/settings/plans,list_plans,app.engines.settings_engine.admin_router,READ_ONLY,,,
GET,/v1/admin/settings/plans/{package_id},get_plan,app.engines.settings_engine.admin_router,READ_ONLY,,,
PUT,/v1/admin/settings/plans/{package_id},update_plan,app.engines.settings_engine.admin_router,DATABASE_MUTATION,add|raw_sql,,
GET,/v1/admin/settings/categories,list_category_settings,app.engines.settings_engine.admin_router,READ_ONLY,,,
GET,/v1/admin/settings/categories/{category_id},get_category_settings,app.engines.settings_engine.admin_router,READ_ONLY,,,
PUT,/v1/admin/settings/categories/{category_id},update_category_settings,app.engines.settings_engine.admin_router,DATABASE_MUTATION,raw_sql,,
GET,/v1/admin/settings/tenant-overrides,list_tenant_overrides,app.engines.settings_engine.admin_router,READ_ONLY,,,
POST,/v1/admin/settings/tenant-overrides,create_tenant_override,app.engines.settings_engine.admin_router,DATABASE_MUTATION,add,,_audit|record_platform_audit
PUT,/v1/admin/settings/tenant-overrides/{override_id},update_tenant_override,app.engines.settings_engine.admin_router,DATABASE_MUTATION,add|raw_sql,,_audit|record_platform_audit
POST,/v1/admin/settings/tenant-overrides/{override_id}/revoke,revoke_tenant_override,app.engines.settings_engine.admin_router,DATABASE_MUTATION,add|delete,,_audit|record_platform_audit
