method,path,endpoint,module,source_file,source_line,tags,deprecated,include_in_schema,dependencies,auth_dependencies,db_writes,external_effects,audit_effects,tenant_derivation
GET,/v1/admin/tenants/{tenant_id}/availability,admin_list_availability,app.engines.tenant_engine.admin_router,app\engines\tenant_engine\admin_router.py,904,Admin: Tenants,False,True,admin_list_availability|get_db|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user,,,,
GET,/v1/tenant/profile,get_profile,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,49,Tenant Portal,False,True,get_profile|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()|_tenant_id()
PATCH,/v1/tenant/profile,update_profile,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,59,Tenant Portal,False,True,update_profile|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add,,_audit|record_platform_audit,_svc()|_tenant_id()
GET,/v1/tenant/settings,get_settings,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,78,Tenant Portal,False,True,get_settings|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()|_tenant_id()
PATCH,/v1/tenant/settings,update_settings,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,88,Tenant Portal,False,True,update_settings|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add,,_audit|record_platform_audit,_svc()|_tenant_id()
GET,/v1/tenant/users,list_users,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,103,Tenant Portal,False,True,list_users|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()|_tenant_id()
POST,/v1/tenant/users,create_user,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,114,Tenant Portal,False,True,create_user|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|flush,,_audit|record_platform_audit,_svc()|_tenant_id()
POST,/v1/tenant/users/{user_id}/suspend,suspend_user,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,125,Tenant Portal,False,True,suspend_user|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add,,_audit|record_platform_audit,_svc()|_tenant_id()
GET,/v1/tenant/staff,list_staff,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,138,Tenant Portal,False,True,list_staff|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()|_tenant_id()
POST,/v1/tenant/staff,create_staff,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,148,Tenant Portal,False,True,create_staff|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|flush,,_audit|record_platform_audit,_svc()|_tenant_id()
POST,/v1/tenant/staff/{staff_id}/deactivate,deactivate_staff,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,159,Tenant Portal,False,True,deactivate_staff|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|sqlalchemy.update(),,_audit|record_platform_audit,_svc()|_tenant_id()
PATCH,/v1/tenant/staff/{staff_id}/photo,update_staff_photo,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,170,Tenant Portal,False,True,update_staff_photo|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add,,_audit|record_platform_audit,_svc()|_tenant_id()
GET,/v1/tenant/dashboard/runtime,get_dashboard_runtime,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,285,Tenant Portal,False,True,get_dashboard_runtime|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_tenant_id()
GET,/v1/tenant/navigation,get_navigation,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,351,Tenant Portal,False,True,get_navigation|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_tenant_id()
POST,/v1/tenant/staff/{user_id}/lock,lock_staff,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,396,Tenant Portal,False,True,lock_staff|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_tenant_owner_mutation|require_tenant_owner|get_current_user,,,,
POST,/v1/tenant/staff/{user_id}/unlock,unlock_staff,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,418,Tenant Portal,False,True,unlock_staff|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_tenant_owner_mutation|require_tenant_owner|get_current_user,,,,
POST,/v1/tenant/staff/{user_id}/sessions/revoke-all,revoke_staff_sessions,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,434,Tenant Portal,False,True,revoke_staff_sessions|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_tenant_owner_mutation|require_tenant_owner|get_current_user,,,,_tenant_id()
GET,/v1/tenant/staff/{user_id}/login-history,staff_login_history,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,449,Tenant Portal,False,True,staff_login_history|get_db|require_tenant_owner|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_tenant_owner|get_current_user,,,,
GET,/v1/tenant/staff/{user_id}/security,staff_security_status,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,463,Tenant Portal,False,True,staff_security_status|get_db|require_tenant_owner|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_tenant_owner|get_current_user,,,,
GET,/v1/tenant/dashboard/home-services/summary,home_services_summary,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,479,Tenant Portal,False,True,home_services_summary|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_tenant_id()
GET,/v1/tenant/dashboard/coaching/summary,coaching_summary,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,507,Tenant Portal,False,True,coaching_summary|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_tenant_id()
GET,/v1/tenant/dashboard/real-estate/summary,real_estate_summary,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,529,Tenant Portal,False,True,real_estate_summary|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_tenant_id()
GET,/v1/tenant/engines/effective,get_tenant_effective_engines,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,551,Tenant Portal,False,True,get_tenant_effective_engines|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_tenant_id()
GET,/v1/tenant/monetization/status,get_monetization_status,app.engines.tenant_engine.portal_router,app\engines\tenant_engine\portal_router.py,565,Tenant Portal,False,True,get_monetization_status|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_tenant_id()
GET,/v1/admin/packages/summary,get_packages_summary,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,49,Admin Packages|Admin Packages,False,True,get_packages_summary|get_db|require_packages.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,
GET,/v1/admin/packages,list_packages,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,92,Admin Packages|Admin Packages,False,True,list_packages|get_db|require_packages.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
POST,/v1/admin/packages,create_package,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,104,Admin Packages|Admin Packages,False,True,create_package|get_db|require_packages.create|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|flush,,_pkg_audit,_svc()
GET,/v1/admin/packages/audit-logs,list_all_package_audit,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,114,Admin Packages|Admin Packages,False,True,list_all_package_audit|get_db|require_packages.audit.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
GET,/v1/admin/packages/purchases,list_all_package_purchases,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,125,Admin Packages|Admin Packages,False,True,list_all_package_purchases|get_db|require_packages.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
GET,/v1/admin/packages/{package_id},get_package,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,137,Admin Packages|Admin Packages,False,True,get_package|get_db|require_packages.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
PUT,/v1/admin/packages/{package_id},update_package,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,147,Admin Packages|Admin Packages,False,True,update_package|get_db|require_packages.update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|raw_sql,,_pkg_audit,_svc()
DELETE,/v1/admin/packages/{package_id},delete_package,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,158,Admin Packages|Admin Packages,False,True,delete_package|get_db|require_packages.archive|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add,,_pkg_audit,_svc()
POST,/v1/admin/packages/{package_id}/activate,activate_package,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,168,Admin Packages|Admin Packages,False,True,activate_package|get_db|require_packages.activate|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add,,_pkg_audit,_svc()
POST,/v1/admin/packages/{package_id}/deactivate,deactivate_package,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,179,Admin Packages|Admin Packages,False,True,deactivate_package|get_db|require_packages.deactivate|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add,,_pkg_audit,_svc()
POST,/v1/admin/packages/{package_id}/clone,clone_package,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,190,Admin Packages|Admin Packages,False,True,clone_package|get_db|require_packages.clone|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|flush,,_pkg_audit,_svc()
GET,/v1/admin/packages/{package_id}/audit,get_package_audit,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,201,Admin Packages|Admin Packages,False,True,get_package_audit|get_db|require_packages.audit.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
GET,/v1/admin/packages/{package_id}/features,list_package_features,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,216,Admin Packages|Package Features,False,True,list_package_features|get_db|require_packages.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
POST,/v1/admin/packages/{package_id}/features,create_package_feature,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,227,Admin Packages|Package Features,False,True,create_package_feature|get_db|require_packages.update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|flush,,,_svc()
PUT,/v1/admin/packages/{package_id}/features/{feature_id},update_package_feature,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,239,Admin Packages|Package Features,False,True,update_package_feature|get_db|require_packages.update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,flush|raw_sql,,,_svc()
DELETE,/v1/admin/packages/{package_id}/features/{feature_id},delete_package_feature,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,252,Admin Packages|Package Features,False,True,delete_package_feature|get_db|require_packages.update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
GET,/v1/admin/packages/{package_id}/limits,list_package_limits,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,268,Admin Packages|Package Limits,False,True,list_package_limits|get_db|require_packages.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
POST,/v1/admin/packages/{package_id}/limits,create_package_limit,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,279,Admin Packages|Package Limits,False,True,create_package_limit|get_db|require_packages.update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|flush,,,_svc()
PUT,/v1/admin/packages/{package_id}/limits/{limit_id},update_package_limit,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,291,Admin Packages|Package Limits,False,True,update_package_limit|get_db|require_packages.update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,flush|raw_sql,,,_svc()
DELETE,/v1/admin/packages/{package_id}/limits/{limit_id},delete_package_limit,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,304,Admin Packages|Package Limits,False,True,delete_package_limit|get_db|require_packages.update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
GET,/v1/admin/tenants/{tenant_id}/packages/available,admin_get_available_packages,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,320,Admin Packages|Admin Packages,False,True,admin_get_available_packages|get_db|require_packages.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
GET,/v1/admin/tenants/{tenant_id}/packages/purchases,admin_list_purchases,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,331,Admin Packages|Admin Packages,False,True,admin_list_purchases|get_db|require_packages.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
POST,/v1/admin/tenants/{tenant_id}/packages/{package_id}/purchase,admin_purchase_package,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,344,Admin Packages|Admin Packages,False,True,admin_purchase_package|get_db|require_packages.create|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|commit|flush,,_pkg_audit,_svc()
GET,/v1/admin/tenants/{tenant_id}/security-deposit,admin_get_deposit,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,406,Admin Packages|Security Deposit,False,True,admin_get_deposit,NONE,,,,
POST,/v1/admin/tenants/{tenant_id}/security-deposit/mark-paid,admin_mark_deposit_paid,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,413,Admin Packages|Security Deposit,False,True,admin_mark_deposit_paid,NONE,,,,
POST,/v1/admin/tenants/{tenant_id}/security-deposit/refund,admin_refund_deposit,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,420,Admin Packages|Security Deposit,False,True,admin_refund_deposit,NONE,,,,
POST,/v1/admin/tenants/{tenant_id}/security-deposit/forfeit,admin_forfeit_deposit,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,427,Admin Packages|Security Deposit,False,True,admin_forfeit_deposit,NONE,,,,
GET,/v1/admin/tenants/{tenant_id}/credit-wallet,admin_get_wallet,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,448,Admin Packages|Credit Wallet,False,True,admin_get_wallet|get_db|require_finance.usage_credits.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,
GET,/v1/admin/tenants/{tenant_id}/credit-ledger,admin_get_ledger,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,461,Admin Packages|Credit Ledger,False,True,admin_get_ledger|get_db|require_finance.usage_credits.ledger.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,
POST,/v1/admin/tenants/{tenant_id}/credit-wallet/top-up,admin_topup_wallet,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,476,Admin Packages|Credit Wallet,False,True,admin_topup_wallet|get_db|require_finance.usage_credits.top_up|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,commit,,,
POST,/v1/admin/tenants/{tenant_id}/credit-wallet/adjust,admin_adjust_wallet,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,503,Admin Packages|Credit Wallet,False,True,admin_adjust_wallet|get_db|require_finance.usage_credits.adjust|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,commit,,,
GET,/v1/admin/tenants/{tenant_id}/commissions,admin_list_commissions,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,538,Admin Packages|Commission Deduction,False,True,admin_list_commissions|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
POST,/v1/admin/jobs/{job_id}/deduct-commission,admin_deduct_commission,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,554,Admin Packages|Commission Deduction,False,True,admin_deduct_commission|get_db|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user,add|flush,debit_wallet,_pkg_audit,_svc()
POST,/v1/admin/jobs/{job_id}/calculate-commission,admin_calculate_commission,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,571,Admin Packages|Commission Deduction,False,True,admin_calculate_commission|get_db|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user,add|flush,,,_svc()
GET,/v1/admin/tenants/{tenant_id}/storage-quota,admin_get_storage_quota,app.engines.package_commerce.admin_router,app\engines\package_commerce\admin_router.py,600,Admin Packages|Storage Quota,False,True,admin_get_storage_quota|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
GET,/v1/provider/onboarding/package-summary,provider_package_summary,app.engines.package_commerce.tenant_router,app\engines\package_commerce\tenant_router.py,59,Tenant Packages|Provider Onboarding,False,True,provider_package_summary|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()|_tenant_id()
GET,/v1/tenant/packages/available,tenant_get_available_packages,app.engines.package_commerce.tenant_router,app\engines\package_commerce\tenant_router.py,82,Tenant Packages|Tenant Packages,False,True,tenant_get_available_packages|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()|_tenant_id()
GET,/v1/tenant/packages/purchases,tenant_list_purchases,app.engines.package_commerce.tenant_router,app\engines\package_commerce\tenant_router.py,94,Tenant Packages|Tenant Packages,False,True,tenant_list_purchases|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()|_tenant_id()
POST,/v1/tenant/packages/{package_id}/purchase,tenant_purchase_package,app.engines.package_commerce.tenant_router,app\engines\package_commerce\tenant_router.py,142,Tenant Packages|Tenant Packages|Package Purchase,False,True,tenant_purchase_package|get_db|require_tenant_owner_mutation|require_tenant_owner|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|commit|flush,,_pkg_audit,_svc()|_tenant_id()
GET,/v1/tenant/security-deposit,tenant_get_deposit,app.engines.package_commerce.tenant_router,app\engines\package_commerce\tenant_router.py,184,Tenant Packages|Security Deposit,False,True,tenant_get_deposit|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()|_tenant_id()
GET,/v1/tenant/credit-wallet,tenant_get_credit_wallet,app.engines.package_commerce.tenant_router,app\engines\package_commerce\tenant_router.py,200,Tenant Packages|Credit Wallet,False,True,tenant_get_credit_wallet|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()|_tenant_id()
GET,/v1/tenant/credit-ledger,tenant_get_credit_ledger,app.engines.package_commerce.tenant_router,app\engines\package_commerce\tenant_router.py,212,Tenant Packages|Credit Ledger,False,True,tenant_get_credit_ledger|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()|_tenant_id()
GET,/v1/tenant/commissions,tenant_list_commissions,app.engines.package_commerce.tenant_router,app\engines\package_commerce\tenant_router.py,230,Tenant Packages|Commission Deduction,False,True,tenant_list_commissions|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()|_tenant_id()
GET,/v1/tenant/storage-quota,tenant_get_storage_quota,app.engines.package_commerce.tenant_router,app\engines\package_commerce\tenant_router.py,249,Tenant Packages|Storage Quota,False,True,tenant_get_storage_quota|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()|_tenant_id()
GET,/v1/public/packages,list_public_packages,app.engines.package_commerce.public_router,app\engines\package_commerce\public_router.py,39,Public Packages|Public Packages,False,True,list_public_packages|get_db,NONE,,,,_svc()
GET,/v1/admin/locations/states,admin_list_states,app.engines.location_engine.router,app\engines\location_engine\router.py,38,Locations|Locations,False,True,admin_list_states|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
POST,/v1/admin/locations/states,admin_create_state,app.engines.location_engine.router,app\engines\location_engine\router.py,51,Locations|Locations,False,True,admin_create_state|get_db|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user,add|flush,,,_svc()
GET,/v1/admin/locations/districts,admin_list_districts,app.engines.location_engine.router,app\engines\location_engine\router.py,64,Locations|Locations,False,True,admin_list_districts|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
POST,/v1/admin/locations/states/{state_id}/districts,admin_create_district,app.engines.location_engine.router,app\engines\location_engine\router.py,77,Locations|Locations,False,True,admin_create_district|get_db|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user,add|flush,,,_svc()
GET,/v1/admin/locations/cities,admin_list_cities,app.engines.location_engine.router,app\engines\location_engine\router.py,90,Locations|Locations,False,True,admin_list_cities|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
POST,/v1/admin/locations/districts/{district_id}/cities,admin_create_city,app.engines.location_engine.router,app\engines\location_engine\router.py,103,Locations|Locations,False,True,admin_create_city|get_db|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user,add|flush,,,_svc()
GET,/v1/admin/locations/zones,admin_list_zones,app.engines.location_engine.router,app\engines\location_engine\router.py,116,Locations|Locations,False,True,admin_list_zones|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
POST,/v1/admin/locations/cities/{city_id}/zones,admin_create_zone,app.engines.location_engine.router,app\engines\location_engine\router.py,129,Locations|Locations,False,True,admin_create_zone|get_db|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user,add|flush,,,_svc()
GET,/v1/admin/locations/city-tiers,admin_list_city_tiers,app.engines.location_engine.router,app\engines\location_engine\router.py,140,Locations|Locations,False,True,admin_list_city_tiers|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,,,,_svc()
GET,/v1/public/locations/states,public_list_states,app.engines.location_engine.router,app\engines\location_engine\router.py,152,Locations|Locations,False,True,public_list_states|get_db,NONE,,,,_svc()
GET,/v1/public/locations/districts,public_list_districts,app.engines.location_engine.router,app\engines\location_engine\router.py,164,Locations|Locations,False,True,public_list_districts|get_db,NONE,,,,_svc()
GET,/v1/public/locations/cities,public_list_cities,app.engines.location_engine.router,app\engines\location_engine\router.py,176,Locations|Locations,False,True,public_list_cities|get_db,NONE,,,,_svc()
GET,/v1/public/locations/zones,public_list_zones,app.engines.location_engine.router,app\engines\location_engine\router.py,188,Locations|Locations,False,True,public_list_zones|get_db,NONE,,,,_svc()
GET,/v1/ds/meta,engine_meta,app.engines.data_science.router,app\engines\data_science\router.py,26,Data Science Engine|Engine Registry,False,True,engine_meta,NONE,,,,
GET,/v1/ds/tenants/{tenant_id}/churn/score,get_churn_score,app.engines.data_science.router,app\engines\data_science\router.py,44,Data Science Engine,False,True,get_churn_score|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|flush,,,
GET,/v1/ds/churn/at-risk,list_at_risk,app.engines.data_science.router,app\engines\data_science\router.py,53,Data Science Engine,False,True,list_at_risk|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
GET,/v1/ds/tenants/{tenant_id}/churn/factors,get_churn_factors,app.engines.data_science.router,app\engines\data_science\router.py,63,Data Science Engine,False,True,get_churn_factors|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add,,,
GET,/v1/ds/tenants/{tenant_id}/churn/history,churn_history,app.engines.data_science.router,app\engines\data_science\router.py,72,Data Science Engine,False,True,churn_history|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
GET,/v1/ds/tenants/{tenant_id}/demand/forecast,get_forecast,app.engines.data_science.router,app\engines\data_science\router.py,83,Data Science Engine,False,True,get_forecast|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|flush,,,
