method,path,endpoint,module,behaviour,persona,auth_dependencies,db_writes,external_effects
DELETE,/v1/admin/recommendation-rules/{rule_id},delete_rule,app.engines.admin_catalog.recommendation_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/recommendation-rules/{rule_id}/activate,activate_rule,app.engines.admin_catalog.recommendation_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/recommendation-rules/{rule_id}/deactivate,deactivate_rule,app.engines.admin_catalog.recommendation_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/recommendation-rules/{rule_id}/archive,archive_rule,app.engines.admin_catalog.recommendation_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/recommendation-rules/{rule_id}/simulate,simulate_rule,app.engines.admin_catalog.recommendation_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/recommendations/{result_id}/accept,accept_recommendation,app.engines.admin_catalog.recommendation_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/recommendations/{result_id}/reject,reject_recommendation,app.engines.admin_catalog.recommendation_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/customer/flow/drafts,create_draft,app.engines.admin_catalog.customer_flow_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,get_current_user,add|commit|flush,
PATCH,/v1/customer/flow/drafts/{draft_id},update_draft,app.engines.admin_catalog.customer_flow_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,get_current_user,commit|raw_sql,
POST,/v1/customer/flow/drafts/{draft_id}/estimate,estimate_draft,app.engines.admin_catalog.customer_flow_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,get_current_user,commit,
POST,/v1/customer/flow/drafts/{draft_id}/confirm,confirm_draft,app.engines.admin_catalog.customer_flow_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,get_current_user,commit,
POST,/v1/customer/flow/drafts/{draft_id}/cancel,cancel_draft,app.engines.admin_catalog.customer_flow_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,get_current_user,commit,
POST,/v1/admin/tenants/onboard,onboard_tenant,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|flush,
PATCH,/v1/admin/tenants/{tenant_id},update_tenant,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/verify,verify_tenant,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/reject-verification,reject_verification,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/activate,activate_tenant,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|flush,
POST,/v1/admin/tenants/{tenant_id}/suspend,suspend_tenant,app.engines.tenant_engine.admin_router,DATABASE_AND_EXTERNAL_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,publish
POST,/v1/admin/tenants/{tenant_id}/notes,add_admin_note,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/archive,archive_tenant,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/reactivate,reactivate_tenant,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/request-changes,request_changes,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/add-usage-credits,add_usage_credits,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/tenants/{tenant_id}/change-plan,change_plan,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/send-notification,send_notification,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
PATCH,/v1/admin/tenants/{tenant_id}/settings,update_settings,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/users,create_user,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|flush,
PATCH,/v1/admin/tenants/{tenant_id}/users/{user_id},update_user,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/users/{user_id}/activate,activate_user,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/users/{user_id}/suspend,suspend_user,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/users/{user_id}/reset-password,reset_user_password,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/staff,create_staff,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|flush,
PATCH,/v1/admin/tenants/{tenant_id}/staff/{staff_id},update_staff,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/staff/{staff_id}/activate,activate_staff,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/staff/{staff_id}/deactivate,deactivate_staff,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|sqlalchemy.update(),
POST,/v1/admin/tenants/{tenant_id}/staff/{staff_id}/reset-password,reset_staff_password,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
PATCH,/v1/admin/tenants/{tenant_id}/staff/{staff_id}/photo,update_staff_photo,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add,
POST,/v1/admin/tenants/{tenant_id}/offerings/enabled/{offering_id}/suspend,admin_suspend_offering,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit|raw_sql,
POST,/v1/admin/tenants/{tenant_id}/offerings/enabled/{offering_id}/reactivate,admin_reactivate_offering,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit|raw_sql,
POST,/v1/admin/tenants/{tenant_id}/offerings/refresh-readiness,admin_refresh_offerings_readiness,app.engines.tenant_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit|raw_sql,
PATCH,/v1/tenant/profile,update_profile,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add,
PATCH,/v1/tenant/settings,update_settings,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add,
POST,/v1/tenant/users,create_user,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|flush,
POST,/v1/tenant/users/{user_id}/suspend,suspend_user,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add,
POST,/v1/tenant/staff,create_staff,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|flush,
POST,/v1/tenant/staff/{staff_id}/deactivate,deactivate_staff,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|sqlalchemy.update(),
PATCH,/v1/tenant/staff/{staff_id}/photo,update_staff_photo,app.engines.tenant_engine.portal_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add,
POST,/v1/admin/packages,create_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|flush,
PUT,/v1/admin/packages/{package_id},update_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|raw_sql,
DELETE,/v1/admin/packages/{package_id},delete_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add,
POST,/v1/admin/packages/{package_id}/activate,activate_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add,
POST,/v1/admin/packages/{package_id}/deactivate,deactivate_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add,
POST,/v1/admin/packages/{package_id}/clone,clone_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|flush,
POST,/v1/admin/packages/{package_id}/features,create_package_feature,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|flush,
PUT,/v1/admin/packages/{package_id}/features/{feature_id},update_package_feature,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,flush|raw_sql,
POST,/v1/admin/packages/{package_id}/limits,create_package_limit,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|flush,
PUT,/v1/admin/packages/{package_id}/limits/{limit_id},update_package_limit,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,flush|raw_sql,
POST,/v1/admin/tenants/{tenant_id}/packages/{package_id}/purchase,admin_purchase_package,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/tenants/{tenant_id}/credit-wallet/top-up,admin_topup_wallet,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,commit,
POST,/v1/admin/tenants/{tenant_id}/credit-wallet/adjust,admin_adjust_wallet,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,commit,
POST,/v1/admin/jobs/{job_id}/deduct-commission,admin_deduct_commission,app.engines.package_commerce.admin_router,DATABASE_AND_EXTERNAL_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|flush,debit_wallet
POST,/v1/admin/jobs/{job_id}/calculate-commission,admin_calculate_commission,app.engines.package_commerce.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|flush,
POST,/v1/tenant/packages/{package_id}/purchase,tenant_purchase_package,app.engines.package_commerce.tenant_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|commit|flush,
POST,/v1/admin/locations/states,admin_create_state,app.engines.location_engine.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|flush,
POST,/v1/admin/locations/states/{state_id}/districts,admin_create_district,app.engines.location_engine.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|flush,
POST,/v1/admin/locations/districts/{district_id}/cities,admin_create_city,app.engines.location_engine.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|flush,
POST,/v1/admin/locations/cities/{city_id}/zones,admin_create_zone,app.engines.location_engine.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|flush,
GET,/v1/ds/tenants/{tenant_id}/churn/score,get_churn_score,app.engines.data_science.router,MUTATING_GET,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
GET,/v1/ds/tenants/{tenant_id}/churn/factors,get_churn_factors,app.engines.data_science.router,MUTATING_GET,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add,
GET,/v1/ds/tenants/{tenant_id}/demand/forecast,get_forecast,app.engines.data_science.router,MUTATING_GET,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/ds/tenants/{tenant_id}/demand/recompute,trigger_recompute,app.engines.data_science.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
GET,/v1/ds/tenants/{tenant_id}/pricing/recommendations,pricing_recs,app.engines.data_science.router,MUTATING_GET,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/ds/tenants/{tenant_id}/pricing/apply,apply_pricing,app.engines.data_science.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,raw_sql,
POST,/v1/ds/tenants/{tenant_id}/staff/{staff_id}/signal,update_staff_signal,app.engines.data_science.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|flush|raw_sql,
GET,/v1/ds/tenants/{tenant_id}/customers/{customer_id}/ltv,customer_ltv,app.engines.data_science.router,MUTATING_GET,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/ds/tenants/{tenant_id}/customers/{customer_id}/ltv/recompute,recompute_ltv,app.engines.data_science.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/ds/models/{model_type}/retrain,trigger_retrain,app.engines.data_science.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|flush,
POST,/v1/rag/knowledge-bases,create_kb,app.engines.rag.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
PUT,/v1/rag/knowledge-bases/{kb_id},update_kb,app.engines.rag.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,raw_sql,
DELETE,/v1/rag/knowledge-bases/{kb_id},delete_kb,app.engines.rag.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,sqlalchemy.update(),
POST,/v1/rag/knowledge-bases/{kb_id}/documents,ingest_document,app.engines.rag.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
DELETE,/v1/rag/documents/{doc_id},delete_document,app.engines.rag.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,delete|sqlalchemy.update(),
POST,/v1/rag/documents/{doc_id}/reindex,reindex_document,app.engines.rag.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush|sqlalchemy.update(),
POST,/v1/rag/query,query,app.engines.rag.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,
PUT,/v1/settings/platform/{key},set_platform,app.engines.settings_engine.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add,
DELETE,/v1/settings/platform/{key},delete_platform,app.engines.settings_engine.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,delete,
POST,/v1/settings/platform/bulk,bulk_set_platform,app.engines.settings_engine.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add,
PUT,/v1/settings/plans/{plan_type}/{key},set_plan,app.engines.settings_engine.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add,
DELETE,/v1/settings/plans/{plan_type}/{key},delete_plan,app.engines.settings_engine.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,delete,
PUT,/v1/settings/tenants/{tenant_id}/{key},set_tenant,app.engines.settings_engine.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add,
DELETE,/v1/settings/tenants/{tenant_id}/{key},delete_tenant,app.engines.settings_engine.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|delete,
POST,/v1/admin/settings/seed-defaults/preview,seed_defaults_preview,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add,
POST,/v1/admin/settings/seed-defaults,seed_defaults,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add,
POST,/v1/admin/settings,create_setting,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add,
PUT,/v1/admin/settings/{setting_key},update_setting,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|raw_sql,
POST,/v1/admin/settings/{setting_key}/enable,enable_setting,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add,
POST,/v1/admin/settings/{setting_key}/disable,disable_setting,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add,
POST,/v1/admin/settings/{setting_key}/rollback,rollback_setting,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add,
PUT,/v1/admin/settings/plans/{package_id},update_plan,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|raw_sql,
PUT,/v1/admin/settings/categories/{category_id},update_category_settings,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,raw_sql,
POST,/v1/admin/settings/tenant-overrides,create_tenant_override,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add,
PUT,/v1/admin/settings/tenant-overrides/{override_id},update_tenant_override,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|raw_sql,
POST,/v1/admin/settings/tenant-overrides/{override_id}/revoke,revoke_tenant_override,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|delete,
POST,/v1/admin/settings/feature-flags,create_feature_flag,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
PUT,/v1/admin/settings/feature-flags/{flag_id},update_feature_flag,app.engines.settings_engine.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,raw_sql,
POST,/v1/notifications/send,send_notification,app.engines.notification.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/notifications/templates,create_template,app.engines.notification.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|flush,
PUT,/v1/notifications/tenants/{tenant_id}/channels/{channel},set_channel,app.engines.notification.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add,
POST,/v1/media/upload/initiate,initiate_upload,app.engines.media.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/media/upload/{session_id}/confirm,confirm_upload,app.engines.media.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
DELETE,/v1/media/tenants/{tenant_id}/files/{file_id},delete_file,app.engines.media.router,EXTERNAL_SIDE_EFFECT,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,,delete_file
POST,/v1/analytics/events/ingest,ingest_event,app.engines.analytics.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/analytics/metrics/daily/upsert,upsert_daily,app.engines.analytics.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|raw_sql,
POST,/v1/media/upload,upload_media,app.engines.media.new_router,DATABASE_AND_EXTERNAL_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,upload
POST,/v1/media/{media_id}/replace,replace_media,app.engines.media.new_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,
DELETE,/v1/media/{media_id},delete_media,app.engines.media.new_router,DATABASE_AND_EXTERNAL_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,raw_sql,delete_file
POST,/v1/me/profile-photo,upload_my_profile_photo,app.engines.media.new_router,DATABASE_AND_EXTERNAL_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush|raw_sql,upload
DELETE,/v1/me/profile-photo,remove_my_profile_photo,app.engines.media.new_router,EXTERNAL_SIDE_EFFECT,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,,delete_file
POST,/v1/customer/profile/photo,upload_customer_profile_photo,app.engines.media.new_router,DATABASE_AND_EXTERNAL_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user|get_current_user,add|flush|raw_sql,upload
DELETE,/v1/customer/profile/photo,remove_customer_profile_photo,app.engines.media.new_router,EXTERNAL_SIDE_EFFECT,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user|get_current_user,,delete_file
POST,/v1/provider/profile/logo,upload_provider_logo,app.engines.media.new_router,DATABASE_AND_EXTERNAL_MUTATION,TENANT_PROVIDER_MUTATION,require_technician|get_current_user|get_current_user,add|flush|raw_sql,upload
DELETE,/v1/provider/profile/logo,remove_provider_logo,app.engines.media.new_router,EXTERNAL_SIDE_EFFECT,TENANT_PROVIDER_MUTATION,require_technician|get_current_user|get_current_user,,delete_file
POST,/v1/provider/profile/shop-photo,upload_provider_shop_photo,app.engines.media.new_router,DATABASE_AND_EXTERNAL_MUTATION,TENANT_PROVIDER_MUTATION,require_technician|get_current_user|get_current_user,add|flush,upload
DELETE,/v1/provider/profile/shop-photo,remove_provider_shop_photo,app.engines.media.new_router,EXTERNAL_SIDE_EFFECT,TENANT_PROVIDER_MUTATION,require_technician|get_current_user|get_current_user,,delete_file
POST,/v1/staff/profile/photo,upload_staff_profile_photo,app.engines.media.new_router,DATABASE_AND_EXTERNAL_MUTATION,TENANT_PROVIDER_MUTATION,require_technician|get_current_user|get_current_user,add|flush|raw_sql,upload
DELETE,/v1/staff/profile/photo,remove_staff_profile_photo,app.engines.media.new_router,EXTERNAL_SIDE_EFFECT,TENANT_PROVIDER_MUTATION,require_technician|get_current_user|get_current_user,,delete_file
GET,/v1/admin/media/{media_id},get_media_detail,app.engines.media.admin_router,MUTATING_GET,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,raw_sql,
POST,/v1/admin/media/{media_id}/signed-preview-url,create_signed_preview_url,app.engines.media.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,raw_sql,
POST,/v1/admin/media/{media_id}/signed-download-url,create_signed_download_url,app.engines.media.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,raw_sql,
POST,/v1/admin/media/{media_id}/archive,archive_media,app.engines.media.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,raw_sql,
POST,/v1/admin/media/{media_id}/restore,restore_media,app.engines.media.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,raw_sql,
DELETE,/v1/admin/media/{media_id},delete_media,app.engines.media.admin_router,DATABASE_AND_EXTERNAL_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,raw_sql,delete_file
POST,/v1/admin/media/{media_id}/change-visibility,change_visibility,app.engines.media.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,raw_sql,
POST,/v1/admin/media/{media_id}/flag,flag_media,app.engines.media.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,raw_sql,
POST,/v1/admin/media/{media_id}/mark-clean,mark_clean,app.engines.media.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,raw_sql,
POST,/v1/admin/media/{media_id}/quarantine,quarantine_media,app.engines.media.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,raw_sql,
POST,/v1/admin/media/bulk/archive,bulk_archive,app.engines.media.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,raw_sql,
POST,/v1/admin/media/bulk/delete,bulk_delete,app.engines.media.admin_router,EXTERNAL_SIDE_EFFECT,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,,delete_file
POST,/v1/admin/media/bulk/change-visibility,bulk_change_visibility,app.engines.media.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|require_super_admin|get_current_user,raw_sql,
GET,/v1/media/signed/{token},resolve_signed_media,app.engines.media.admin_router,MUTATING_GET,MIXED_PERSONA_MUTATION,get_current_user,raw_sql,
PUT,/v1/me/profile,update_my_profile,app.engines.profile.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,raw_sql,
PUT,/v1/provider/business-profile,update_business_profile,app.engines.profile.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_technician|get_current_user|require_technician|get_current_user,raw_sql,
POST,/v1/provider/business-profile/submit-review,submit_business_profile_for_review,app.engines.profile.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_technician|get_current_user|require_technician|get_current_user,,
